CpG,Beta,SE,P,StudyID
cg27443779,4.44,0.7786,1.18e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg12877335,-4.84,0.7244,2.36e-11,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg20546777,4.87,0.819,2.74e-09,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg27041424,4.37,0.7007,4.47e-10,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg07883124,3.53,0.5136,6.31e-12,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg09448088,3.22,0.5211,6.43e-10,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg20733077,3.22,0.5607,9.31e-09,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg21207436,3.94,0.6589,2.24e-09,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg11652496,4.13,0.6933,2.57e-09,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg24231804,-5.56,0.8634,1.2e-10,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg03169557,4.86,0.7771,3.99e-10,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg16733298,2.75,0.5052,5.24e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg04157161,1.81,0.337,7.8e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg05322931,2.12,0.3998,1.14e-07,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg05417607,3.65,0.6551,2.52e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg06753513,5.46,0.7865,3.87e-12,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg08324801,-3.23,0.5877,3.88e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg12163800,2.39,0.4297,2.66e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg13076843,2.35,0.39,1.68e-09,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg18659586,5.13,0.841,1.06e-09,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg19803550,4.36,0.7617,1.04e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg02308560,2.19,0.3955,3.06e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg20618448,4.62,0.8097,1.16e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg13579486,-3.23,0.5844,3.25e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg00621289,3.5,0.6475,6.48e-08,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
cg15348679,3.97,0.5979,3.13e-11,25129075_burden_of_neuritic_amyloid_plaques_discovery_model_1
