CpG,Beta,SE,P,StudyID
cg17714703,0.048,0.0119,4.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg03890691,0.035,0.0088,7.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg10134527,0.03,0.0078,9.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01243072,-0.062,0.0153,5.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg08554257,-0.092,0.0116,2.5e-15,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg23931381,-0.078,0.0107,3.6e-13,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg19949853,-0.092,0.0203,6.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg16284674,0.069,0.0107,1e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg17572056,0.089,0.0203,1.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg06650256,-0.07,0.0158,9.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg08787268,0.061,0.0152,7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg18050634,0.049,0.0117,2.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg19710184,-0.055,0.013,2.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg03800922,-0.043,0.0093,3e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg10342963,0.07,0.0123,1.4e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg26551200,-0.11,0.0264,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg08855903,0.071,0.0156,4.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg17469479,0.055,0.0122,6.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01360627,-0.069,0.0176,8.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg20219381,0.067,0.0148,5.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg09810078,0.043,0.0096,8.9e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg06106599,0.04,0.0094,2.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg06372962,0.062,0.015,3.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01890836,-0.1,0.0231,1.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01120509,-0.057,0.0137,2.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg16270399,-0.095,0.0191,7.2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg14170545,0.036,0.007,3.3e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg22017213,-0.065,0.0134,1.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg19674091,-0.059,0.0139,2.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg17066943,-0.11,0.0149,8.6e-14,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg10421247,-0.072,0.0146,9.4e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg04047221,0.052,0.0134,9.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg03366574,0.055,0.0101,6e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg23431721,-0.038,0.0096,7.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg05544885,0.1,0.0201,2.7e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg06009267,0.07,0.0148,2.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg08880369,0.087,0.0206,2.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg12229367,0.039,0.0083,2.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01915516,0.037,0.009,4.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg23471393,0.062,0.015,3.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg00926657,0.07,0.018,9.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg03574306,0.058,0.0132,1.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg04816311,0.13,0.014,4.4e-21,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg00121045,-0.06,0.0154,9.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg27122441,-0.038,0.0086,8.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg10688297,-0.039,0.0098,5.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg11082362,0.049,0.0124,7.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg02261541,-0.097,0.0173,2.2e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg22520791,-0.048,0.0122,9.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg15416179,-0.072,0.0112,1.3e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg15971496,0.057,0.012,1.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg06988336,0.099,0.0186,1.1e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg11969813,0.07,0.0142,8.3e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg09993145,0.062,0.0154,5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01973676,-0.07,0.0126,2.1e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg07573872,-0.058,0.0135,1.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg13876222,0.061,0.0133,5.6e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg17820878,0.11,0.0144,7.1e-14,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg14352586,0.077,0.015,2.8e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg06202737,-0.082,0.013,2.1e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg27384695,0.064,0.0145,8.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg03776506,0.067,0.0159,2.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg24168413,-0.12,0.0312,6.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg26221801,0.079,0.0165,1.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg03169557,0.051,0.0099,2.7e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg15310871,0.055,0.0138,6.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg08759628,-0.057,0.0141,4.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg07068382,0.088,0.0158,2.4e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg13420366,-0.042,0.0104,5.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg14004685,0.059,0.0146,6.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01101459,0.13,0.0145,2.9e-20,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg11592786,-0.071,0.0128,3.9e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg14020176,0.1,0.0175,8.1e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg26103104,0.043,0.0095,5.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg20853880,-0.034,0.0064,1.2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg13126206,-0.1,0.0229,4.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg13643764,0.045,0.0113,6.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg13914486,0.04,0.0087,4.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg23010507,-0.069,0.0171,5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01578875,0.053,0.0126,2.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg12018718,-0.049,0.0089,3.4e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg19881557,0.1,0.0163,1.6e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg17235833,-0.098,0.0242,4.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg05347965,0.071,0.0161,9.6e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg09339462,0.033,0.0082,4.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg12013591,-0.11,0.0175,8.6e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01256539,-0.041,0.0077,1.5e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg21228424,0.055,0.0115,1.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg20052079,-0.083,0.0158,1.8e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg06783429,0.037,0.0078,2.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg14827056,0.1,0.0192,5e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg25284397,0.043,0.0102,2.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg02050917,0.095,0.0195,1.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg09117114,0.037,0.0086,1.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg00711896,0.038,0.0093,4.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg18758433,0.071,0.0181,8.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg03484180,-0.064,0.0136,2.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01574513,-0.042,0.0103,4.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg11017086,-0.033,0.0081,5.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg06688763,0.031,0.0066,1.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg04188862,0.061,0.0155,8.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg22353329,0.046,0.0117,7.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01877778,0.057,0.0101,1.5e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg05014727,-0.12,0.0127,2.3e-20,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg16755833,0.053,0.0115,4.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg04110886,0.061,0.0124,7.3e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg02030454,0.055,0.0086,1.4e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01317029,0.11,0.0204,6.5e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg14531564,-0.057,0.0118,1.3e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg09222732,-0.076,0.0111,9.2e-12,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg04583842,0.069,0.0144,1.9e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg12582317,0.033,0.0081,5.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg23744638,0.036,0.0091,8.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg10381071,-0.066,0.0119,3.2e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg19211853,-0.037,0.0068,4.9e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg04289036,0.05,0.0109,4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg08594651,-0.091,0.022,3.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg02504211,0.076,0.0171,7.9e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg16596052,0.064,0.0123,1.8e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg04561727,0.05,0.012,3.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg07675998,0.041,0.01,3.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg20217649,-0.054,0.0117,4.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg19769147,0.088,0.0212,3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg24004483,-0.076,0.0133,9.6e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg08399733,0.065,0.0144,6.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg00034336,-0.07,0.0122,7.7e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg27168291,0.026,0.0065,9.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg12728588,0.067,0.0162,3.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg10100767,0.054,0.0135,6.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg25737313,-0.076,0.0123,6.6e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg04330884,-0.057,0.0138,3.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg01798813,0.063,0.0121,2.1e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg07979747,0.038,0.0082,2.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg23038277,0.069,0.0174,7.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg21566642,-0.036,0.0076,2.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg05399785,0.1,0.0134,3.3e-14,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg23925513,-0.085,0.0195,1.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg10953317,-0.04,0.0095,2.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
cg00590152,0.059,0.0125,2.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Basic_model
