CpG,Beta,SE,P,StudyID
cg06202737,-0.057,0.0137,3.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03776506,0.077,0.0167,4.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03169557,0.048,0.0103,3.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07068382,0.067,0.0166,5.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01101459,0.087,0.0153,1.4e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03956820,-0.092,0.022,2.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg12013591,-0.093,0.0182,3.4e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14827056,0.1,0.0204,9e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01877778,0.045,0.0106,2.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05014727,-0.096,0.0133,5.2e-13,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04110886,0.053,0.013,5.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02030454,0.036,0.0089,4.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24004483,-0.061,0.0141,1.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00034336,-0.056,0.013,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08435683,0.058,0.0137,2.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21566642,-0.057,0.0142,5.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14642045,-0.088,0.0209,2.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05399785,0.076,0.0142,9.1e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23925513,-0.089,0.0207,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26923863,-0.086,0.0209,4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08362785,0.11,0.0222,8.5e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11832534,0.059,0.0128,3.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03497652,0.081,0.0153,1.3e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16815625,0.059,0.0121,9.5e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27470213,-0.051,0.0112,5.6e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25130381,0.055,0.0134,4.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13784312,-0.058,0.0114,3.2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07021906,0.073,0.0168,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18585107,0.055,0.0124,8.3e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26889953,-0.14,0.0277,4.5e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09559780,-0.11,0.0212,3.1e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09018739,0.14,0.0249,4.5e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16782885,0.04,0.0102,8.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11120551,-0.067,0.0168,7.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07744435,0.064,0.0163,9.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18458509,-0.061,0.0152,7.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19750657,0.097,0.0161,1.5e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04973995,-0.051,0.0127,5.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22821472,0.048,0.0114,2.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24782497,0.16,0.0341,1.9e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11131902,-0.058,0.0139,2.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27305772,0.11,0.0244,4.9e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21932513,0.079,0.0195,5.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25338563,-0.055,0.0136,6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02841912,-0.062,0.0139,8.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13034073,0.1,0.0214,1.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg06036471,0.064,0.014,5.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg06178887,0.12,0.0273,8.3e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16246545,-0.082,0.0155,1.3e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22700686,-0.064,0.0147,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00309945,0.077,0.0179,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24402372,0.1,0.0245,2.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00608540,0.12,0.0289,5.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16336494,-0.059,0.0151,9.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg15988232,0.067,0.0169,6.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08549335,-0.065,0.0125,1.9e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07719512,0.15,0.0357,1.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01125010,0.061,0.0155,7.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09868035,-0.11,0.0265,1.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17501210,-0.06,0.0146,3.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18568872,0.15,0.0322,5.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23761815,0.092,0.0217,2.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19789753,-0.052,0.0095,4.6e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07078732,0.15,0.0313,3.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22950899,0.063,0.0156,6.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26841040,0.15,0.0324,4.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16618104,-0.063,0.0134,2.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00025991,0.1,0.024,1.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09245003,0.092,0.0192,1.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14870271,0.084,0.0181,3.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01538969,0.11,0.0214,6e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05392293,0.083,0.0211,8.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00851028,0.11,0.022,1.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01437204,-0.05,0.0129,9.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16824319,0.12,0.0237,8.5e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05963604,-0.072,0.0157,4.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25491122,-0.045,0.0108,3.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16000331,-0.057,0.0145,9.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16097041,0.13,0.026,4.1e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27097542,-0.12,0.0295,5.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19202384,-0.089,0.0197,6e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16755922,0.049,0.012,3.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14597545,0.12,0.0196,1.5e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg12729822,0.077,0.0198,9.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07725183,0.067,0.0168,7.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14654385,-0.12,0.0292,6.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg10802680,0.13,0.0298,1.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14750543,0.083,0.0171,1.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16805291,0.08,0.0189,2.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09940677,0.12,0.0278,2.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg15444978,0.067,0.0169,8.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17411016,-0.13,0.0297,1.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg20740903,-0.11,0.0254,2.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02067535,-0.057,0.0127,7.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17329534,-0.064,0.0152,2.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04927537,0.061,0.0132,3.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg06071604,0.11,0.0238,3.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18149207,0.14,0.0269,1.9e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23206115,-0.12,0.0297,7.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08794544,-0.1,0.0262,8.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16677191,-0.066,0.0149,8.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21929761,0.13,0.0253,5.2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg12992827,-0.059,0.0137,1.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27037013,-0.064,0.0127,5.8e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11494773,-0.056,0.0109,2.5e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02976843,0.12,0.024,1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04031361,0.051,0.013,8.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04177251,-0.097,0.0228,2.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05119988,-0.12,0.0157,6.4e-14,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg10402995,0.11,0.0266,7.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17007896,-0.12,0.0285,4.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22407942,-0.046,0.0104,9.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00013733,0.062,0.0153,4.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02203067,0.099,0.0248,6.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00508575,0.12,0.0213,4.4e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17836612,0.082,0.02,4.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04286697,0.1,0.0212,2.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23325335,0.06,0.0134,8.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02744945,0.098,0.0219,7.3e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16256243,-0.094,0.0224,2.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07904865,0.085,0.0159,1.2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01404893,-0.091,0.0218,3.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13300580,0.19,0.034,3.7e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg15551881,0.055,0.0137,6.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg10068491,0.07,0.0175,5.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21494379,-0.062,0.0139,7.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19708903,0.1,0.0236,1.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00574958,-0.088,0.0138,1.9e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23732483,-0.064,0.0146,1.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26556529,-0.087,0.0195,8.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26253134,-0.075,0.0177,2.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08857797,0.09,0.0184,1.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00607627,-0.064,0.0154,3.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07884764,0.05,0.0123,4.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17749033,-0.13,0.0296,1.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18133477,0.12,0.0308,8.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07058694,0.09,0.0229,7.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17573933,-0.15,0.036,2.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03725309,-0.074,0.0146,4.6e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03963219,0.072,0.0157,4.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05579598,-0.075,0.0186,5.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05089897,0.079,0.018,1.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11752250,-0.053,0.0136,9.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23606775,0.15,0.0288,3.1e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27020362,-0.059,0.0143,3.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09029192,0.095,0.0237,6.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01881899,0.093,0.0134,2.8e-12,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11951600,0.071,0.0165,1.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21444731,0.11,0.025,2.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02961101,-0.072,0.0164,1.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18587465,-0.11,0.0282,4.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11253416,-0.064,0.0129,8.1e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17901584,-0.19,0.017,4.3e-30,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00134210,-0.05,0.0117,2.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23539753,-0.061,0.0148,3.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11129609,0.14,0.0297,1.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03997105,-0.055,0.0117,2.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24935121,-0.082,0.018,5.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg06710464,0.11,0.0182,5.3e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08309687,-0.11,0.0151,6.6e-13,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05850338,0.075,0.0183,4.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19574915,0.048,0.0118,4.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04907244,-0.046,0.0099,3.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22998476,-0.082,0.0175,3.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg10636246,-0.047,0.0097,1.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18217136,0.11,0.0227,1.9e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25978218,-0.059,0.0142,2.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14849578,0.077,0.0187,4.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01875596,-0.083,0.0161,2.6e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
