CpG,Beta,SE,P,StudyID
cg14789214,0.033,0.00774,1.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00926657,0.035,0.0085,3.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23882186,-0.032,0.00762,2.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03574306,0.035,0.00629,1.8e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16520815,0.029,0.00673,2.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04816311,0.041,0.00672,1.4e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24051554,0.018,0.00461,7.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15971496,0.023,0.00572,4.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11969813,0.037,0.00684,9.2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22561647,0.038,0.00862,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13876222,0.029,0.0064,4.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20191740,0.033,0.00828,8.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27593537,0.044,0.00959,4.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16352527,0.026,0.00652,6.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24989962,0.025,0.00563,9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03169557,0.026,0.00472,3.1e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24496349,0.035,0.00867,6.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00810939,0.018,0.00452,6.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01977863,0.037,0.00724,4.4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17132148,0.045,0.00773,6.4e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01101459,0.037,0.00697,1.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23398318,0.022,0.00573,9.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14020176,0.048,0.00857,1.9e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07417146,0.033,0.00798,3.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23415434,0.022,0.00548,4.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24009439,0.033,0.00691,2.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02050917,0.051,0.00925,4.6e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06262436,-0.023,0.00567,6.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06688763,0.016,0.00322,3.7e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22672431,0.028,0.00671,3.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14004161,0.028,0.00671,3.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04110886,0.025,0.00592,2.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02030454,0.019,0.00404,3.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01317029,0.051,0.00973,2.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09222732,-0.024,0.00538,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04583842,0.028,0.00706,8.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08638320,0.03,0.00734,3.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06804344,0.028,0.00613,3.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02504211,0.035,0.00819,1.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22325294,0.041,0.00932,9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13622265,0.015,0.00372,5.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08399733,0.027,0.00683,8.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01370759,0.028,0.00535,1.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12728588,0.032,0.00774,4.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10100767,0.031,0.00636,1.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22185977,0.033,0.00671,8e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01798813,0.023,0.00575,6.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08149865,0.047,0.0096,7.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02260430,0.026,0.00621,2.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06230805,0.043,0.01053,3.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08362785,0.045,0.01011,7.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15020801,0.031,0.00777,6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08217545,0.042,0.00943,9.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03497652,0.037,0.00699,1.5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16815625,0.024,0.00555,2.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06913337,0.05,0.01036,1.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22457769,0.021,0.00504,3.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01924223,0.032,0.00792,5.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07021906,0.05,0.00766,5.9e-11,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18481342,0.024,0.00559,2.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05304393,0.023,0.0047,1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08157575,0.031,0.00757,4.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05242915,0.023,0.00541,2.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05395187,0.03,0.00663,7.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12798040,0.026,0.00665,7.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09018739,0.055,0.01143,1.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25349939,0.034,0.00765,6.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20917077,0.026,0.0058,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06898549,0.029,0.00588,7.4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03096285,0.025,0.0062,6.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18458509,-0.033,0.00693,2.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01015123,-0.031,0.00684,7.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20923885,0.047,0.01198,8.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20610177,0.029,0.00703,3.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07298547,0.037,0.00811,4.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18939666,0.052,0.01109,2.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25551219,0.051,0.01283,7.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19750657,0.044,0.00732,1.3e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09510085,0.035,0.00815,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12683120,0.034,0.00826,3.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15686393,0.021,0.00527,7.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06890522,-0.045,0.01127,6.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19719391,0.038,0.00921,4.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23004527,0.071,0.01623,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27305772,0.057,0.01113,2.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21932513,0.036,0.00885,5.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07535316,-0.033,0.0079,3.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06846976,0.048,0.00837,1.2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03528519,0.039,0.00935,3.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17438457,0.035,0.00749,2.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12027254,0.03,0.00732,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02839351,0.06,0.01468,4.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02088237,-0.027,0.0067,4.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16246545,-0.029,0.00711,4.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12955084,0.05,0.0122,3.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25317746,0.036,0.00908,8.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22579075,-0.024,0.00548,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07512993,0.042,0.01074,8.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11789371,-0.04,0.01018,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19573580,0.029,0.0072,4.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01944226,0.039,0.00952,3.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07733993,-0.045,0.00966,2.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19526076,-0.05,0.01233,5.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02540736,0.035,0.00834,3.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14566475,0.036,0.00898,6.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09173378,-0.035,0.00864,4.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11657323,0.054,0.0128,2.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04699519,0.027,0.00576,4.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08549335,-0.037,0.0057,1e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24676612,0.051,0.01303,9.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09912552,0.04,0.00951,3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24681499,0.044,0.01075,4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12968258,0.043,0.0103,3.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08786079,-0.043,0.00947,4.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22344162,0.035,0.00775,5.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17501210,-0.027,0.00666,5.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18568872,0.091,0.01462,5.1e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13480465,-0.032,0.0076,3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23761815,0.068,0.00986,7.1e-12,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24647108,0.034,0.00846,7.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12465490,0.064,0.01297,8.4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19789753,-0.017,0.00434,7.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03699074,-0.026,0.00571,6.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10862567,0.036,0.00879,3.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09879253,0.04,0.009,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18254183,-0.043,0.01101,9.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04198360,-0.037,0.00933,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08109625,0.049,0.01068,4.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03297731,-0.06,0.01242,1.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26841040,0.064,0.01477,1.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16618104,-0.032,0.00611,1.8e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17980786,0.045,0.01074,3.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18290775,0.065,0.01312,6.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04643527,0.035,0.00829,3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09245003,0.035,0.00876,6.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01538969,0.042,0.00976,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19169154,0.074,0.01444,3.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04174211,-0.024,0.006,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00851028,0.056,0.01002,2.2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25230327,-0.029,0.00724,7.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12151545,0.052,0.01101,2.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22332066,0.043,0.00982,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
ch.2.30415474F,-0.032,0.00637,5.7e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19256656,0.031,0.00634,1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24174557,-0.027,0.00625,1.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07665923,0.024,0.00541,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14156446,-0.037,0.00893,4.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20523169,0.043,0.01084,6.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25608041,0.051,0.01259,5.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16097041,0.09,0.01184,3.9e-14,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13193497,-0.043,0.01075,5.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19265289,-0.025,0.00646,8.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07514618,0.037,0.0086,1.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07248377,0.046,0.00955,1.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17136126,-0.031,0.00731,2.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07828377,0.02,0.00475,4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26924825,0.054,0.01223,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16755922,0.023,0.00544,1.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00271311,0.033,0.00836,7.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02747822,0.04,0.00981,5.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15734436,0.036,0.00854,2.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11023668,0.015,0.00339,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02667103,-0.025,0.00592,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10040131,0.042,0.00922,5.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13819609,-0.04,0.01037,9.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11872231,-0.03,0.00718,2.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05973262,0.041,0.01035,7.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23990557,0.042,0.01085,9.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09395562,-0.037,0.00944,7.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03726147,0.033,0.00685,1.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16805291,0.034,0.00866,7.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10789749,0.048,0.01082,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12035103,0.04,0.00892,7.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06192883,0.039,0.00711,5.7e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26115531,0.066,0.01587,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02212389,0.065,0.01479,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22012981,0.043,0.00951,6.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13201644,0.046,0.01161,7.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07618110,-0.045,0.0103,1.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20954180,-0.032,0.00785,5.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03388247,0.054,0.01322,3.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25649826,0.055,0.01177,2.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01418351,0.07,0.01386,4.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08818130,0.031,0.00795,8.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
