CpG,Beta,SE,P,StudyID
cg00298324,0.032,0.00663,1.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08782899,-0.032,0.00729,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg02003183,0.029,0.00464,6.8e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11859584,-0.03,0.0068,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23606718,0.034,0.0065,1.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg07200877,-0.039,0.00875,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg03678062,0.022,0.00553,9.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18080819,-0.026,0.00662,8.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14179389,-0.018,0.00384,4.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11344352,-0.028,0.00648,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14165096,-0.044,0.00918,1.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg05624954,0.029,0.00571,3.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg24704287,-0.034,0.00525,1.3e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14354820,-0.046,0.00951,1.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09476997,0.023,0.00473,8.7e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg25074809,0.018,0.00353,3.2e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26952928,0.06,0.00962,4.6e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14531663,0.017,0.00396,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg24035898,0.02,0.00493,3.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg27553457,0.022,0.00494,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26230651,0.025,0.00502,4.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00159243,-0.034,0.00834,3.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg21477985,0.024,0.00623,8.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26033520,0.026,0.00545,2.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17429236,0.029,0.00644,8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14728380,0.029,0.00581,8.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg10755899,0.031,0.00422,1.9e-13,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg21369801,0.033,0.00711,4.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg02722214,0.023,0.00507,7.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg05017994,0.029,0.00588,1.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23842572,0.045,0.00808,2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg20623506,0.031,0.00673,5.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23122109,0.029,0.00718,5.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg03411507,0.022,0.00519,2.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17772649,0.033,0.00739,6.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg04468081,0.025,0.00535,3.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00509451,0.048,0.00945,4.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg25283432,0.024,0.00458,9.9e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26415787,0.025,0.00451,1.9e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg20673840,0.029,0.00673,2.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg24911721,0.021,0.00516,6.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg22382836,0.021,0.00489,2.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18520125,0.037,0.00668,2.7e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg27152890,0.017,0.00278,4.3e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg25135457,0.028,0.00612,4.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg22875823,0.032,0.00526,1.7e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17151621,-0.029,0.0058,6.8e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg20793665,0.042,0.00632,3e-11,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18305324,0.049,0.0102,1.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26902127,0.024,0.00536,8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26793227,0.06,0.01018,3.3e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08696931,0.024,0.00583,4.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00366413,0.037,0.00765,1.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg24331853,-0.032,0.00776,4.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg27617775,0.022,0.00417,2.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26503877,-0.02,0.00435,6.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg22995042,-0.032,0.00708,5.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg19580937,0.023,0.0045,1.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14105458,0.03,0.00494,7.1e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg21467614,-0.023,0.00538,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg25436152,0.032,0.00672,1.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg10928544,0.022,0.00473,2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg06287775,0.027,0.00522,2.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09120938,0.022,0.00513,2.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg13070763,0.041,0.00665,9.2e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg02616769,-0.029,0.00706,4.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23375169,0.032,0.00769,3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg12116137,0.027,0.0068,8.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg04018738,0.021,0.00363,4.9e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11831981,0.019,0.00497,9.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg06644428,-0.011,0.00266,4.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg06647693,0.033,0.00735,7.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26038465,0.041,0.0097,3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17500228,0.037,0.00688,7.3e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26385126,0.044,0.00677,1.2e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg12170787,-0.064,0.01079,2.3e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg16398761,-0.028,0.00527,1.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg05200037,0.031,0.0045,5e-12,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg25360761,0.031,0.00745,3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00139947,0.024,0.0043,2.2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09473207,0.035,0.00888,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg07202479,-0.041,0.00947,1.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00610577,0.026,0.00664,7.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00335252,0.03,0.00697,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26865494,-0.026,0.00672,8.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg27538003,0.026,0.00601,1.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg21935981,0.023,0.00547,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg13732865,0.028,0.00706,6.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09465703,-0.021,0.00435,2.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg06704969,0.019,0.0037,4.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg25013095,-0.041,0.00693,2.9e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg03345116,0.04,0.00671,2.3e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg13731800,0.016,0.0039,6.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg01242348,0.083,0.01093,2.6e-14,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14371731,0.008,0.00175,5.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09276842,-0.037,0.00469,1.7e-15,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg20494738,0.042,0.00459,2.7e-20,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14956201,0.046,0.00908,4.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08469255,0.023,0.00546,2.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14873488,0.024,0.00503,2.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg06363968,-0.028,0.00443,1.9e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg24250902,0.014,0.00282,1.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg13276570,0.023,0.00515,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg01304182,0.037,0.00863,2.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00664416,0.025,0.00605,4.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg12712184,-0.035,0.00544,1.6e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17694130,-0.034,0.00557,1.8e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg03421440,-0.024,0.00541,7.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11532431,0.0098,0.00226,1.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg20887442,0.044,0.01064,3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09138892,0.038,0.00719,9.8e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg24531022,0.016,0.00359,9.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18652900,0.014,0.00327,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23551198,0.045,0.00859,1.4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00994936,0.047,0.00577,3.4e-16,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg03541887,0.04,0.00752,1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14669379,0.024,0.00472,2.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08813944,0.046,0.00628,1.6e-13,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg13340765,0.031,0.00483,2.8e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11766468,0.015,0.00373,4.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18062721,0.041,0.00587,2.2e-12,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00929860,-0.023,0.00577,8.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg15448210,0.028,0.00574,9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg00166722,0.015,0.00308,1.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg05272827,0.031,0.00677,5.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14051336,-0.041,0.00857,2.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg04347477,0.035,0.00784,6.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg10927968,0.039,0.00575,1.9e-11,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08287334,0.024,0.00437,3.8e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23249922,0.035,0.00757,4.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11647481,0.032,0.00568,1.2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08755532,-0.036,0.00909,8.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg15729230,-0.032,0.00632,6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg04716530,-0.036,0.00672,5.9e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08858130,0.026,0.00552,3.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg04537229,-0.025,0.00566,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg03848483,0.033,0.00762,1.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09664479,-0.047,0.00973,1.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14127188,0.028,0.00616,5.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg07013148,0.022,0.00395,4.1e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11183227,0.044,0.00507,4.3e-18,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11798521,-0.026,0.00557,2.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09279544,0.037,0.00673,3.6e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14146740,0.029,0.00636,3.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg04623837,0.02,0.00466,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg19300307,-0.03,0.00745,5.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18337222,0.027,0.00589,6.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg12531838,0.02,0.0047,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg11497957,0.017,0.00425,9.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg16251626,0.048,0.00896,1.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg02003272,-0.051,0.00589,1.1e-17,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17714703,0.038,0.00533,8.4e-13,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg03890691,0.019,0.00398,1.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg03426762,0.03,0.00666,5.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg12140144,0.014,0.00341,4.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08554257,-0.041,0.00522,5.1e-15,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18201630,0.036,0.00658,5e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23931381,-0.026,0.00484,1.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg19844653,0.025,0.0056,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg16067628,0.021,0.00516,5.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08621778,0.032,0.00764,3.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg16284674,0.032,0.00483,4.5e-11,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23127694,-0.029,0.00671,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14108380,-0.034,0.00545,4.1e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17572056,0.043,0.00915,2.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg05857996,0.011,0.00219,8.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09104284,-0.027,0.00574,3.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14856698,0.027,0.00609,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18050634,0.022,0.00523,2.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg10968958,0.0095,0.00237,6.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg18091469,0.019,0.00435,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg19710184,-0.033,0.00583,2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg12072028,0.014,0.00301,7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23836594,0.033,0.008,4.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg02423817,-0.023,0.00594,9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08003353,0.015,0.0038,9.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg21163717,-0.043,0.00727,4.2e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg21516291,0.052,0.00937,3.1e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg10004481,-0.027,0.00628,1.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg10342963,0.026,0.00555,2.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17343483,0.024,0.00593,5.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg12379383,0.027,0.0054,4.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg12658897,0.033,0.00619,1.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08435780,-0.042,0.00955,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg05639522,0.021,0.00525,5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg13079123,0.039,0.00824,3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg04813880,0.023,0.00503,6.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14702231,0.036,0.00883,4.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg01841651,0.03,0.00514,9e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg22131234,0.023,0.0049,4.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg22606224,0.021,0.00431,1.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08855903,0.034,0.00698,8.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg14606382,0.022,0.00473,2.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg01975495,0.043,0.00625,7.7e-12,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17469479,0.028,0.00546,3.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg26004759,0.029,0.00581,5.4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg19230755,0.019,0.00485,6.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17784811,-0.019,0.00477,9.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17879299,0.027,0.00625,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg01360627,-0.036,0.00787,4.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg10317145,-0.053,0.01111,2.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17983217,0.034,0.00581,3.2e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg20219381,0.028,0.00665,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg09810078,0.022,0.0043,2.8e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg24913868,-0.034,0.00766,9.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg06106599,0.017,0.00426,9.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg15963463,-0.03,0.00658,5.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg23510258,0.043,0.00877,1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg06372962,0.035,0.00673,1.4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg16852756,-0.028,0.00589,2.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg01890836,-0.041,0.01036,7.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg10920224,0.013,0.00269,2.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg17839166,-0.029,0.00669,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg08787968,0.022,0.00531,4.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg24968721,0.04,0.00976,5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
cg01120509,-0.03,0.00618,1.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Basic_model
