CpG,Beta,SE,P,StudyID
cg01580228,-0.044,0.01128,9.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg13462622,0.065,0.0134,1.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg00852924,-0.065,0.01617,5.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg21567649,-0.079,0.01996,7.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg10530568,-0.022,0.00529,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg06812844,-0.082,0.01821,7.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg09868035,-0.073,0.01787,4.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg10456459,-0.046,0.01124,4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16261114,-0.066,0.01459,5.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04530628,-0.088,0.02115,3.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg00907842,-0.052,0.01167,8.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26488183,-0.052,0.01318,9.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26361436,-0.055,0.01363,6.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24593372,-0.089,0.01804,8.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25647583,-0.077,0.01664,3.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08363067,-0.088,0.02075,2.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04046364,-0.067,0.01582,2.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03634729,0.085,0.02,2.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16640599,-0.065,0.01648,7.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03821121,-0.076,0.01864,4.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24504349,-0.04,0.00958,3.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg27097542,-0.091,0.0199,5.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg09595185,-0.059,0.01427,3.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg06856840,-0.072,0.01623,8.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg20070090,-0.057,0.01465,8.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03330678,-0.069,0.01765,8.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16449084,-0.062,0.0128,1.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg17313945,-0.03,0.00726,2.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23527902,-0.079,0.0187,2.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25724895,-0.11,0.0196,6.2e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg14414154,-0.059,0.013,6.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg02308232,-0.065,0.01375,2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg01701649,-0.045,0.01033,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08413427,-0.082,0.0205,6.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04226002,-0.068,0.01646,3.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg27545615,-0.054,0.01192,6.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25344401,-0.046,0.01136,6.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25652859,-0.033,0.00849,9.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23966214,-0.054,0.01221,9.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg21321372,-0.038,0.00976,9.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25025545,-0.08,0.0144,2.8e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg12836863,-0.066,0.01423,3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03801286,-0.07,0.0168,3.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04177251,-0.068,0.0154,9.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16647844,-0.05,0.01189,2.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg01662869,-0.071,0.01792,6.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg11703212,-0.057,0.01393,4.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg17313269,-0.046,0.01163,7.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg05436845,-0.078,0.01891,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg06620016,-0.038,0.00866,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26930596,-0.077,0.01597,1.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16558770,-0.06,0.01402,1.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg05951994,-0.021,0.00517,3.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg21249659,-0.062,0.01414,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24723373,-0.048,0.0123,8.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg17222829,-0.056,0.01279,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg17591816,-0.046,0.01169,8.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08129583,-0.09,0.01557,7.2e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23054181,-0.075,0.01578,2.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24938761,-0.075,0.016,3.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03249630,-0.049,0.01186,3.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25103337,-0.064,0.01398,5.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04936619,-0.029,0.00755,9.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg17332306,-0.04,0.01023,9.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg12405599,-0.061,0.01218,6.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg18084554,-0.1,0.02003,5.6e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg27565473,0.032,0.00636,6.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg05182416,-0.049,0.0121,5.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08368934,-0.086,0.02068,2.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04886849,-0.074,0.01728,1.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03278811,-0.081,0.0189,2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23924737,-0.065,0.01469,1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03926751,-0.052,0.01184,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg15610437,-0.085,0.0199,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg14516183,-0.046,0.01139,5.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08253808,-0.07,0.01543,6.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03998264,-0.053,0.01264,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg05249836,-0.058,0.01339,1.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04972459,-0.068,0.01688,5.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg15134583,-0.078,0.01837,2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg07866632,-0.073,0.0177,3.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23756264,-0.068,0.01674,4.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg11193767,-0.057,0.01397,4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg20391895,-0.06,0.01473,4.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25006077,-0.048,0.01227,8.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg13300301,-0.067,0.01487,7.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg10933959,-0.051,0.01258,5.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03920999,-0.066,0.01673,8.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg02380585,-0.05,0.01228,4.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg12024104,-0.074,0.01754,2.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg10287786,-0.043,0.00979,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16563370,-0.087,0.01891,4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg00702872,0.068,0.0153,9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg01771416,-0.047,0.01135,3.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg10533990,-0.078,0.01848,2.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg27260684,-0.068,0.01608,2.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08670658,-0.078,0.01903,3.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23745290,-0.041,0.01008,4.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23035449,-0.1,0.02043,5.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg07346187,-0.051,0.01281,7.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24496021,-0.051,0.0115,8.8e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24475517,-0.056,0.01328,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg14647287,-0.09,0.01976,5.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg00992048,-0.085,0.0207,3.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg03169059,-0.077,0.0183,2.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26615176,-0.042,0.00908,4.8e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg12535090,0.056,0.01373,4.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg07564563,-0.096,0.01978,1.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg07785552,-0.06,0.01514,7.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg27485921,-0.068,0.0167,5.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg20806175,-0.077,0.01633,2.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg20566766,-0.095,0.02377,6.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg12019801,-0.066,0.015,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg19717347,-0.069,0.01694,4.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg00168694,-0.059,0.01479,5.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg15235987,-0.059,0.01499,7.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg22989958,-0.078,0.01968,6.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg07015591,-0.037,0.00752,7.8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24663338,-0.055,0.01362,5.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg10271819,-0.062,0.01564,7.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg00235484,-0.053,0.0128,4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08843850,-0.054,0.01253,1.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04682193,-0.089,0.01579,1.9e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg17105014,-0.069,0.01463,2.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg13977235,-0.051,0.01167,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26002008,-0.086,0.02088,3.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26548834,-0.049,0.01206,5.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg21519701,-0.055,0.01415,9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg13844341,-0.081,0.01687,1.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23312431,-0.073,0.01851,7.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg05296619,-0.073,0.01809,5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg14135809,-0.087,0.0171,4.2e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg21370255,-0.019,0.00477,4.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26605164,-0.069,0.0155,9.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg18351781,-0.073,0.01626,6.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23670353,-0.052,0.01309,6.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04407063,-0.07,0.01695,4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg00310410,0.025,0.0058,2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg06172871,-0.057,0.01382,3.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg11377047,-0.055,0.01322,3.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg21923525,-0.079,0.01933,4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg06030535,-0.053,0.01281,3.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg12866960,-0.048,0.01142,2.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16713889,-0.058,0.01378,2.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg14648237,-0.054,0.01371,7.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg21272996,-0.06,0.01282,2.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23254569,-0.058,0.01309,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg14578677,-0.064,0.01425,8.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg27606341,-0.073,0.01603,5.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg11860005,-0.078,0.01939,5.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg06298740,-0.064,0.01478,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg07000116,-0.067,0.01655,5.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg10668363,-0.046,0.01156,7.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26841425,-0.088,0.02201,5.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08183317,-0.073,0.0169,1.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg20107506,-0.048,0.0113,2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg20281375,-0.058,0.01376,2.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26783127,-0.06,0.01268,1.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg20883730,0.036,0.00827,1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26381210,-0.05,0.01231,5.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg14115756,-0.061,0.01449,2.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg20497635,-0.07,0.01734,5.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24967811,-0.061,0.01387,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16844053,-0.061,0.01405,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg16604566,-0.062,0.01436,1.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23334433,-0.054,0.01278,2.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg26831416,-0.076,0.01776,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23019125,0.054,0.01387,9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg15165154,-0.044,0.01109,6.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25213720,-0.065,0.01234,1.6e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg15553418,-0.051,0.01231,3.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg23568192,-0.046,0.01192,9.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg15889847,-0.081,0.02022,6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg24211388,-0.063,0.01514,3.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg01697902,-0.078,0.01833,2.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg08864944,-0.064,0.01511,2.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg12249234,-0.066,0.01533,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg04603130,-0.058,0.01227,2.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg06684088,-0.069,0.01403,7.7e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg06984156,-0.075,0.01833,3.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg01479396,-0.06,0.01531,9.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg07298177,-0.074,0.01747,2.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg25771026,-0.096,0.02216,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg02780988,-0.08,0.01507,1.3e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg00901982,-0.055,0.01303,2.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg11638399,-0.07,0.01721,4.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg27586417,-0.066,0.01611,4.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg19389293,-0.056,0.01413,7.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
cg15210526,-0.047,0.01165,6.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Fully-adjusted_model
