CpG,Beta,SE,P,StudyID
cg07054804,-21,5.37,7.4e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg07159958,20,4.77,1.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg07458272,23,5.6,3.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg07518851,-27,6.84,8.4e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg07657142,-24,4.1,4.4e-09,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg07904865,29,6.28,2.8e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg08093323,-27,6.77,5.8e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg08309687,-15,3.51,2.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg08743794,-32,7.5,2.6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg08813944,20,4.91,6.3e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg08905415,19,3.72,6.2e-07,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg08940169,27,6.23,1.1e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg09074338,-38,7.88,1.2e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg09251362,13,2.56,5.1e-07,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg09610644,-31,4.54,7.9e-12,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg09802688,-23,6,9.2e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg10046620,-80,19.53,4.6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg10557584,-32,7.87,4.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg10811945,-29,6.9,3.1e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg10987503,30,7.34,3.7e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11050793,19,4.79,6.6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11124142,-27,6.84,8e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11183227,23,5.77,9.5e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11544657,-26,6.24,2.3e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11750929,31,7.67,6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11777890,14,2.62,9e-08,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11789371,-35,7.71,4.4e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11832534,29,7.53,9.8e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11938738,-39,9.65,6.4e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg11958234,-37,8.93,4.1e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg12013713,-19,4.88,8.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg12077754,28,6.32,1e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg12213680,40,9.79,4.1e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg12485386,24,5.66,1.6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg12824060,-20,4.91,5.8e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg12937391,-31,6.75,5.3e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg12981272,28,6.29,1.2e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg13059136,21,4.58,5.1e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg13124263,81,17.06,2.2e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg13235761,-38,8.18,4.3e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg13344587,-23,5.03,3e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg13408344,-28,5.86,1.4e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg13442656,25,6.04,4e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg13668129,-39,9.27,2.7e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg13692082,-36,7.98,5.2e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg14020176,26,6.14,2.7e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg14029001,-30,7.24,3.6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg14095000,19,3.39,3.9e-08,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg14175330,23,5.54,2.4e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg14317884,-37,6.91,6.3e-08,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg14458002,51,11.71,1.6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg14507845,-28,6.11,4.8e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg14785527,-26,6.36,5.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg15234492,13,3.09,2.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg15495372,12,3.05,6.7e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg15616998,-40,8.24,1.4e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg15787712,-38,6.46,6e-09,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg15963913,24,5.32,6.8e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg16140558,-33,7.95,3e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg16352283,22,5.52,8.8e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg16358738,-37,7.1,1.5e-07,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg16428517,-22,5.24,3.2e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg16581476,47,7.59,4.9e-10,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg16664472,-27,6.75,4.7e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg17735983,30,7.5,5.3e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg17928883,-28,6.21,4.7e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg17944885,-33,5.4,1.4e-09,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg18761349,-32,7.99,7.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg19147129,14,3.22,1.6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg19148201,15,3.78,5.2e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg19645616,63,13.08,1.7e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg19733736,23,4.5,1.8e-07,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg20299697,19,4.15,8.1e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg20547131,-28,6.95,4.3e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg20691580,-36,8.76,3.2e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg20761853,24,5.36,1.2e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg20954460,-40,9.2,1.7e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg21029167,86,14.79,7.3e-09,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg21320768,-37,8.89,2.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg21614402,-39,7.5,2.2e-07,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg22266072,-35,7.71,4.6e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg22431093,-17,4.35,6.3e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg22460173,28,5.91,1.9e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg22534374,-16,3.97,5.5e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg22563815,15,3.8,7.1e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg22593432,-30,5.7,1.5e-07,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg23174201,-36,7.86,5.1e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg23435508,-50,10.78,3.4e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg23712458,-26,5.76,5.5e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg23845009,21,4.32,8.1e-07,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg24294950,-24,5.18,3.6e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg24368962,50,11.95,2.5e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg24760848,63,12.74,9e-07,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg24960641,110,27.12,9.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg25020550,-23,5.27,1.5e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg25281820,-33,7.8,2.8e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg25382573,32,7.51,2.6e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg25959752,55,7.87,3e-12,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg26039141,-39,8.43,3.4e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg26099045,15,3.27,5.7e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg26103369,65,15.94,4.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg26227957,-25,5.59,8.6e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg26270261,-34,8.06,2.9e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg26561358,-36,8.08,9.9e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg26566898,9.5,2.34,5.1e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg26690127,29,6.51,7.3e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg27020362,-22,4.83,4.9e-06,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg27182150,-34,8.61,9.1e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
cg27554156,-31,7.65,5.5e-05,33931109_Breeze-C_estimated_glomerular_filtration_rate__egfr__summary_results_from_lmms_were_meta-analyzed_within_and_across_ethnicities
