CpG,Beta,SE,P,StudyID
cg08893087,-0.015,0.00268,6.4e-08,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg18181703,-0.017,0.00369,6.2e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg24694018,-0.023,0.0054,1.9e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg24296397,0.022,0.00529,3e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg12303084,-0.012,0.00296,4.3e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg21766592,-0.01,0.00247,2.8e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg01899089,-0.019,0.00415,3e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg24450239,0.0094,0.00218,1.7e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg04885881,-0.013,0.003,1.8e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg22428027,-0.025,0.00518,1.9e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg06357743,-0.019,0.00457,4e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg19266329,-0.02,0.00429,2.3e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg07925670,-0.0075,0.00186,6.1e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg03636183,-0.0099,0.00243,4.5e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg13823169,-0.02,0.00507,6e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg03329539,-0.017,0.00354,2.9e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg14176088,-0.013,0.00335,8e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg10919522,-0.014,0.00308,9.2e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg22247041,0.028,0.0072,9.4e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg00008629,-0.0089,0.00182,1.1e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg08396193,-0.014,0.00352,6.9e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg06595162,-0.021,0.00512,4.6e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg26276120,-0.013,0.00329,4.7e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg01406381,-0.0096,0.00244,8.2e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg09620705,-0.01,0.00257,6e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg15857661,-0.015,0.0033,9.3e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg21429551,-0.01,0.00201,4.4e-07,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg18119735,0.017,0.00386,1.9e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg19221489,-0.028,0.0068,4.3e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg17144149,-0.011,0.0028,6.7e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg00911776,-0.015,0.00326,6.3e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg00138101,0.026,0.0059,1.4e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg21241410,-0.013,0.00336,6.3e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg17018786,0.032,0.00772,2.8e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg18405719,-0.0094,0.00238,7.9e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg03935116,-0.014,0.00307,4.7e-06,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg11250194,-0.016,0.004,9e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg03646542,0.019,0.00448,3.5e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
ch.1.171672612F,-0.013,0.00312,6.1e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg06647068,-0.019,0.00343,4.4e-08,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg21161138,-0.014,0.00332,1.9e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg16074643,-0.015,0.00381,7.3e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg02538248,-0.014,0.00343,6e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg12364755,-0.022,0.00552,5.2e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg20366110,-0.022,0.00522,1.9e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg03068497,-0.0093,0.00219,2e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg01445100,0.024,0.006,4.5e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
cg16526047,-0.015,0.0036,2e-05,Robert-F-Hillary_Incident_Chronic_Kidney_Disease_Basic_model
