CpG,Beta,SE,P,StudyID
cg09022230,-0.033,0.0053,5.2e-10,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg22586569,-0.021,0.0043,1.5e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg08394896,-0.026,0.0058,5.6e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg02543993,-0.026,0.0057,7.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg23597162,-0.064,0.0071,2.8e-19,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg23311258,-0.03,0.0065,3.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg13924998,-0.036,0.0063,1.8e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg17540192,0.024,0.0051,1.6e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg14519777,-0.032,0.007,6.4e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg26591391,-0.019,0.0042,6.6e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg04864179,-0.028,0.0062,7e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12013713,-0.02,0.0046,8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg05856556,-0.027,0.0059,5.5e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg19683780,-0.041,0.0062,7.2e-11,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12813802,-0.026,0.0058,5.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03295852,-0.026,0.0051,5.1e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg25020550,-0.023,0.0045,3.9e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg26547058,0.024,0.0054,7.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg02059849,0.032,0.0052,7.7e-10,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg16292343,0.034,0.0059,6.8e-09,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg14283140,-0.025,0.0055,4e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg13435263,0.025,0.0053,2.4e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg14485901,0.022,0.0047,2.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg14105458,0.026,0.0053,8.8e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03630596,-0.025,0.005,3.5e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg17620335,-0.03,0.0068,8.3e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg15763670,-0.027,0.006,5.5e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg10750182,-0.041,0.0066,5e-10,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg26033520,0.021,0.0046,2.7e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg16407699,0.027,0.0053,4.4e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg02743070,-0.022,0.005,7e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03450842,-0.026,0.0052,6e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg17823346,-0.025,0.0054,5.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg10427868,-0.025,0.0049,5.1e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg16988611,-0.03,0.0066,6.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12661092,-0.025,0.0051,1.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg19604369,-0.025,0.0055,5.3e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg23599026,0.034,0.0063,5.3e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03271893,-0.038,0.0075,4.3e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg08409361,-0.021,0.0047,4.4e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg13824500,-0.023,0.0044,2.1e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12227660,0.026,0.0052,7.5e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg02304370,0.026,0.0046,1e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg06603309,-0.027,0.0054,6.4e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg04036920,-0.068,0.0086,2.4e-15,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg14472551,-0.025,0.0053,2.8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03479289,-0.046,0.0085,7.7e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg16389345,-0.046,0.0087,9.1e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg09197783,-0.02,0.0044,6.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg07618110,-0.03,0.0065,4.8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg08904394,-0.035,0.0066,1.7e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg20217257,-0.042,0.0092,5.8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg23227726,-0.03,0.0061,8.2e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg09010791,-0.034,0.0071,2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03958883,-0.031,0.0058,9.6e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg25941075,-0.023,0.0053,9.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg04049253,-0.028,0.0063,7.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg14239983,-0.027,0.0045,3.5e-09,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg11886358,-0.029,0.0055,1.8e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg19942083,0.033,0.0053,7.2e-10,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg07114810,0.023,0.0045,4.2e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12498580,0.025,0.0047,5.3e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg02667103,-0.02,0.0045,8.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg08447520,-0.026,0.0058,7.8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg02869235,-0.025,0.0055,5.8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg22820108,-0.043,0.0087,8.4e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg19888509,0.028,0.0057,1.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12181028,-0.045,0.0099,4.8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg08529529,-0.027,0.0057,3.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg22593432,-0.026,0.0051,3.3e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg20056076,-0.029,0.0062,2.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg24996979,-0.025,0.0045,4.8e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg19755435,0.021,0.0044,3.5e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg10100767,0.039,0.0084,4.7e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg06937357,0.021,0.0048,9.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg23594345,-0.022,0.0046,1.5e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg06158227,-0.027,0.0044,8.5e-10,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg18477949,0.039,0.0086,5.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg17298352,-0.025,0.0053,2.6e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg13085627,-0.043,0.0087,6.5e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg05554494,-0.058,0.0089,4.3e-11,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03919650,-0.032,0.0054,4.4e-09,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg04643527,-0.021,0.0045,5.4e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg16428517,-0.026,0.0041,1.2e-10,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03905718,-0.03,0.0068,7.6e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg10118456,-0.026,0.0058,8.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03297731,-0.025,0.0053,3.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg09712234,-0.031,0.0065,1.6e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg27118035,0.02,0.0045,5.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg04540493,-0.046,0.0082,2.5e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg08894588,-0.041,0.0085,1.3e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03096954,-0.02,0.0044,2.7e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg08640475,0.022,0.0045,1.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg10099827,0.021,0.0043,7.2e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg04983687,0.022,0.0046,1.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg27660627,-0.052,0.0085,9.9e-10,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg05417607,0.023,0.0042,4.8e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12116137,0.042,0.0072,5.3e-09,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg20546782,0.026,0.0056,2.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg07697428,-0.034,0.0077,7.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg20438687,-0.023,0.0049,3.9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg23465427,0.024,0.0049,1.3e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg09302474,-0.038,0.0084,6.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg27589594,-0.044,0.0068,1.4e-10,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12137220,0.025,0.0049,4.6e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg07888884,-0.032,0.0069,2.6e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg07248223,0.032,0.0064,7.3e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg10603592,-0.023,0.0049,4.8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg15804598,-0.031,0.0067,4.8e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg22153994,-0.022,0.005,7.3e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg23507953,-0.024,0.0046,1.6e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg21698310,-0.022,0.0049,8.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg03661110,0.028,0.006,3.3e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg13243168,-0.024,0.005,1.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg25711239,0.031,0.0058,1.2e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg06671298,0.029,0.0063,4.7e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg22515589,0.025,0.0047,6.4e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12996171,0.027,0.005,1.2e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg01695994,-0.023,0.0047,1.3e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg14728380,0.026,0.0046,1.4e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg13054523,0.026,0.0052,4.1e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg18530324,-0.025,0.0057,9e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg06773488,-0.033,0.0064,3e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg01799015,-0.032,0.0067,1.5e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg00013733,0.022,0.0047,2.3e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg00994936,0.041,0.0062,3.3e-11,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12272104,0.023,0.005,3.4e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg07069844,0.024,0.0048,3.4e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
