CpG,Beta,SE,P,StudyID
cg14396117,-0.032,0.00786,4.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg22212560,0.063,0.01593,7.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg03151165,0.038,0.00934,3.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg01748573,0.069,0.01636,2.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg17944885,0.056,0.00787,1.7e-12,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg08759569,-0.048,0.00993,1.4e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg15698795,0.042,0.01062,7.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg01881899,0.046,0.00982,2.8e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg01347529,0.047,0.01082,1.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg09458420,-0.062,0.01394,9.3e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg02417408,0.074,0.01664,8.3e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg00463367,0.046,0.01093,3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg10442251,0.05,0.01134,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg03014241,0.062,0.01332,3.5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg12561497,0.04,0.00968,3.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg06690548,-0.042,0.00767,5.7e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg10228293,0.052,0.01305,6.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg13026729,0.071,0.01747,4.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg16639691,0.051,0.01269,6.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg25972787,-0.049,0.01137,2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg16567676,-0.051,0.01277,6.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg27278843,0.093,0.01857,5.5e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg10361659,0.072,0.0157,4.8e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg16275882,0.046,0.01171,7.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg00968616,0.074,0.01649,6.6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg21809155,-0.028,0.00674,2.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg19008597,0.042,0.01048,6.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg16828491,0.065,0.01621,5.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg06378976,0.045,0.01096,4.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg23597162,0.049,0.01168,2.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg00697916,0.031,0.00695,9.7e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg01923516,-0.032,0.00766,2.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg23511909,-0.11,0.02799,5.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg02528768,0.087,0.01929,7.2e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg14768256,-0.023,0.00554,4.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg09109520,0.036,0.00917,7.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg15662251,0.082,0.01979,3.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg24448421,0.035,0.00853,4.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg14412490,-0.022,0.00515,1.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg26182859,0.06,0.01258,2.1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg16428517,0.03,0.00755,5.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg05984244,0.03,0.00732,4.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg15700636,-0.054,0.01299,3.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg14129169,0.052,0.01337,8.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg06159562,0.036,0.00854,2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg06468347,-0.059,0.01497,7.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg04741211,0.049,0.01198,5.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg12673978,-0.055,0.01059,2e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg15971518,-0.0086,0.00219,8.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg21161138,-0.07,0.01735,5.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg19991780,0.051,0.01085,2.6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
cg07874646,-0.042,0.01051,6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Fully-adjusted_Model
