CpG,Beta,SE,P,StudyID
cg16834011,0.043,0.01065,6.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04036920,0.053,0.01182,8.8e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg26696162,-0.05,0.01256,6.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04625862,0.035,0.0087,5.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10449466,0.061,0.01139,1.1e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15903956,0.083,0.02044,4.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01591830,0.051,0.01186,2.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg12491115,0.079,0.01743,6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg12027254,0.05,0.01154,1.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05147525,0.048,0.01147,2.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13442969,0.048,0.01195,5.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14182496,0.039,0.00978,8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg09035699,0.075,0.01888,7.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05103581,0.041,0.00849,1.4e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24402667,0.096,0.02004,1.7e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13167816,0.062,0.01521,4.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg19895517,0.035,0.00778,6.7e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25326952,0.079,0.01684,3e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00049440,0.034,0.00805,2.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11544657,0.073,0.01608,6.5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg17501210,-0.053,0.01032,2.2e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg12054453,-0.028,0.00576,1.1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13522882,0.068,0.01719,7.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01245721,-0.064,0.01527,3.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25325512,-0.053,0.00958,2.4e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07438246,0.054,0.01325,5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25095518,0.055,0.01406,8.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10950593,0.073,0.01793,4.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14472551,0.046,0.01134,5.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01824466,0.045,0.00852,9.5e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18107006,-0.057,0.01174,1.5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15066967,-0.062,0.01476,2.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10706013,0.042,0.01039,5.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16223546,-0.047,0.01088,1.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24199203,0.053,0.01097,1.2e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06975311,0.05,0.01222,4.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24674703,0.055,0.01179,3.1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01431482,0.051,0.01311,9.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg26924825,-0.083,0.01923,1.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg22959742,0.074,0.01239,2e-09,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07216976,0.023,0.00539,2.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25939861,0.067,0.01609,2.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04801767,0.076,0.01878,4.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00013899,0.051,0.00948,8.1e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06437100,-0.052,0.01119,3.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06070445,0.051,0.01234,3.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14359680,0.04,0.01032,9.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10944833,0.045,0.01008,8.8e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13150925,0.046,0.01035,9.1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00510149,0.066,0.01645,6.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21865762,0.053,0.01088,1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01692968,-0.039,0.00897,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg26396815,-0.041,0.01039,8.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25409748,0.054,0.01359,6.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00883218,0.034,0.0082,3.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18426506,-0.062,0.01376,6.8e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg09007354,0.088,0.0197,7.5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06484123,0.028,0.00689,3.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11032810,-0.098,0.01967,6.7e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18518074,0.067,0.0148,6.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10409253,0.04,0.00883,4.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01769341,0.071,0.01744,4.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg19818308,0.048,0.01193,6.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24246360,0.066,0.01652,6.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg12225979,0.087,0.02122,4.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14025883,-0.051,0.01151,8.5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11505048,0.06,0.0136,1.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07793033,0.083,0.01493,2.8e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16177693,-0.065,0.01498,1.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07313882,0.051,0.01239,4.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24612198,0.068,0.01648,4.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00498804,0.043,0.01039,3.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16855355,0.094,0.01758,8e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25675800,0.039,0.00911,1.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24160243,0.051,0.0107,1.6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg23397523,-0.039,0.00988,8.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11198596,0.05,0.01103,7e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02662417,0.017,0.00409,4.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00359365,-0.048,0.01096,1.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00299736,0.042,0.00872,1.4e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00955808,0.037,0.00833,1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10734218,-0.034,0.00721,2.5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14914442,0.037,0.00871,2.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02451853,0.065,0.01653,8.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00687674,0.041,0.01045,8.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07596065,-0.069,0.01763,8.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18783781,-0.058,0.01328,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25686812,0.04,0.0099,6.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03249630,-0.055,0.01284,1.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01059398,-0.057,0.0131,1.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00541544,0.048,0.01171,3.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg08857797,0.06,0.01309,4.5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07884764,0.04,0.00891,6.8e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg17944885,0.064,0.00769,6.4e-17,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01567482,0.079,0.01874,2.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00829404,0.065,0.01331,1.1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg08062273,0.097,0.02406,5.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00381391,-0.049,0.01177,3.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg08759569,-0.038,0.0097,9.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04517263,0.038,0.00875,1.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06551595,0.049,0.01212,6.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06068163,-0.045,0.01133,7.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg23570810,-0.045,0.00843,1e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg22755445,0.067,0.01655,5.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15698795,0.041,0.01043,9.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01881899,0.058,0.0096,1.6e-09,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10206933,0.064,0.01447,1.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13666041,0.077,0.01626,2.3e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07410597,-0.045,0.01084,4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg26800893,0.04,0.00994,5.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg09169633,0.072,0.01589,5.6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03997643,0.048,0.01202,7.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg09458420,-0.058,0.01373,2.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01499988,-0.047,0.0121,8.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00215182,-0.057,0.01444,7.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02417408,0.067,0.01613,3.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11963365,-0.07,0.01807,9.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg08122652,-0.042,0.01033,5.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21971799,-0.052,0.01186,1.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13693582,0.052,0.0123,2.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg08778287,0.043,0.00865,7.1e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00215744,0.053,0.01352,8.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05927789,0.048,0.01152,2.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13693517,0.046,0.01096,3.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04304450,0.055,0.01336,3.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00371134,0.053,0.01218,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02513379,0.039,0.00956,4.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg27554156,0.069,0.0142,1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06872019,0.061,0.01363,7.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00463367,0.055,0.01054,1.8e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21370522,0.034,0.00777,1.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14377171,-0.048,0.01117,1.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg09383860,0.046,0.01147,6.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg20505728,0.055,0.01244,1.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg20452738,0.071,0.01656,1.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg08949143,0.039,0.00995,9.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg08208133,0.039,0.00996,8.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03014241,0.052,0.01307,7.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15866367,0.044,0.0109,5.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg12561497,0.037,0.00946,9.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg22685215,0.046,0.01058,1.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg26687842,0.063,0.0132,2.2e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg17975379,0.074,0.01879,7.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03919650,0.091,0.01744,1.6e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06690548,-0.044,0.00722,1.6e-09,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg26629942,0.039,0.00837,2.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
