CpG,Beta,SE,P,StudyID
cg05384646,0.006,0.00144,3.4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg20494738,0.0069,0.00152,6e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg07768103,0.0069,0.00172,5.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg22294740,0.0076,0.00174,1.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00994936,0.0079,0.00191,3.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17884674,0.0092,0.00216,2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23249922,0.011,0.00251,8.5e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11183227,0.0082,0.00168,1e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg05456948,-0.0068,0.00168,6.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24361265,-0.006,0.00117,2.4e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15247247,-0.0096,0.00222,1.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01120509,-0.0086,0.00205,2.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18502618,0.0069,0.00157,1.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18280909,-0.0019,0.00047,5.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00926657,0.011,0.00269,3.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg19172447,0.0075,0.00174,1.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24247537,0.0075,0.00162,3.2e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15971496,0.0074,0.0018,3.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06125903,0.01,0.00225,4e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg13876222,0.0086,0.00199,1.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg07461772,-0.0055,0.00141,9.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg07134632,0.01,0.00245,4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11903133,-0.0074,0.00183,5.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11900509,0.0041,0.00103,8.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg26963277,-0.0075,0.0017,8.8e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg25773262,-0.0082,0.00195,3.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21201401,0.0069,0.00173,5.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24631526,0.0069,0.00173,7.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00711896,0.0058,0.00139,3.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg13490403,-0.0038,0.00092,3.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg05308656,-0.0076,0.00145,1.8e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg20493718,0.0099,0.00172,9.7e-09,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24134897,0.005,0.00108,3.9e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04583842,0.013,0.00215,3.1e-09,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg26648465,0.0075,0.00164,4.9e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24420089,0.01,0.00257,7.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg09929238,0.0092,0.00194,2.5e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg10271763,0.013,0.00302,2.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00094734,-0.0095,0.00231,3.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg27400313,0.0092,0.00228,6.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21566642,-0.0059,0.00114,1.9e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg05399785,0.0082,0.00199,3.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18349022,0.012,0.0025,7.1e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06230805,0.017,0.0033,1.4e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08362785,0.014,0.00305,9.2e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15020801,0.012,0.00243,7.7e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11832534,0.0073,0.00179,4.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03497652,0.014,0.00216,3e-11,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18482303,0.0079,0.00196,6.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg07021906,0.0097,0.0024,5.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg25221975,0.012,0.00235,1.6e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03384175,-0.0099,0.00212,3.3e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg20761853,0.015,0.00238,1e-10,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18014109,-0.014,0.00336,5.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23356017,-0.011,0.0026,4.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17024919,-0.0043,0.00109,6.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17378803,-0.017,0.00331,6.2e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04367503,-0.0065,0.00144,5.5e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06846976,0.012,0.00262,6.8e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01894508,0.013,0.00296,1.4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04927725,-0.015,0.00386,7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg12307200,0.017,0.00381,1.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg20203469,0.0095,0.00237,6.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23657179,-0.0051,0.00124,3.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg12955084,0.016,0.00382,2.4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03970900,0.0066,0.0016,4.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11789371,-0.012,0.00315,9.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg09423312,-0.0055,0.00139,8.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg19859270,-0.0093,0.00206,6.5e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08114410,-0.0062,0.0015,3.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg19001023,0.014,0.00306,6.4e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg13167816,0.013,0.00303,1.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08549335,-0.0068,0.00173,9.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24681499,0.014,0.00323,1.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg16778018,0.01,0.00246,3.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23761815,0.014,0.00304,8.5e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17178761,0.0081,0.00199,4.4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg13756273,-0.0088,0.00211,3.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg12103742,0.0059,0.00149,7.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg05256719,-0.014,0.00347,3.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18551531,0.018,0.00412,1.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg27118035,0.0078,0.00162,1.5e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03297731,-0.016,0.00384,1.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17588003,0.013,0.00286,1.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23090529,-0.0065,0.00146,8.4e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03176971,-0.009,0.00223,5.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15082824,-0.0076,0.00188,5.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg14758757,0.012,0.00271,2.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01538969,0.014,0.00305,6.5e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03465464,-0.014,0.00337,3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00851028,0.015,0.00309,2e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg07986378,-0.011,0.00216,2.9e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg02610360,0.0069,0.00153,7.1e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg22363368,-0.013,0.00294,6.6e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24174557,-0.0079,0.00189,3.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24199203,0.0087,0.00219,6.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg22286382,-0.011,0.00177,3e-10,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg27064708,0.017,0.00399,2.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00387872,-0.0074,0.0014,1.4e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03184011,-0.021,0.00393,7.5e-08,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21232015,0.013,0.00334,8.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23892836,-0.012,0.00248,2.3e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04794141,-0.0091,0.0023,7.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg12389043,0.0077,0.00186,3.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23598378,0.015,0.00285,1.5e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06653796,0.0073,0.00184,7.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg09940677,0.016,0.00391,3.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21581415,0.019,0.00404,2.6e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg20631044,-0.016,0.00411,7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg02212389,0.024,0.00463,1.8e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17417049,0.013,0.003,2.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg16809457,0.012,0.00236,4.7e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17343451,0.015,0.00365,7.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg26196424,-0.0088,0.00212,3.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04761746,-0.015,0.00294,6.8e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg07375256,0.0099,0.00219,6.3e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08255481,0.013,0.00305,1.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg10106284,-0.0069,0.00178,9.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg25109663,-0.0074,0.00186,7.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg20220678,-0.0076,0.00191,6.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg09646173,-0.013,0.00261,1.2e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg25202261,0.0072,0.00168,1.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06617876,-0.018,0.00458,9.4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01101522,-0.013,0.00319,5.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04215950,-0.013,0.00315,5.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg02976843,0.016,0.00338,3.7e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01936220,0.008,0.00201,6.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11477010,0.015,0.00373,4.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg02233149,-0.014,0.0031,3.9e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18343556,-0.019,0.00459,3.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg05707655,0.0093,0.00238,8.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg10512535,-0.013,0.00302,2.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17401106,-0.02,0.00441,3.9e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18603538,-0.014,0.00331,3.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03538383,0.015,0.00313,1.8e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15691649,-0.0048,0.00112,1.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg19572487,-0.0081,0.002,5.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg10825471,-0.0075,0.00179,3.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00639635,0.014,0.00358,9.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg22407942,-0.0087,0.00143,1.5e-09,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03603381,-0.014,0.00349,5.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03398461,0.016,0.00338,3.8e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg02203067,0.014,0.00352,6.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg26470501,-0.012,0.00268,9.1e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00501876,-0.017,0.00361,4.7e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15458222,0.01,0.00226,5.7e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08926713,-0.0035,0.00087,5.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg20116935,-0.017,0.00402,2.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08289839,0.017,0.00399,1.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg13709639,-0.0091,0.00206,9.9e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08998192,-0.013,0.00258,2.8e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg25597390,-0.0072,0.00182,8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17417856,-0.012,0.00276,2.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24707889,0.015,0.00292,2.7e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15941089,-0.01,0.00231,9.3e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21550372,-0.01,0.00249,2.6e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg22488164,0.0095,0.00231,4.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08324925,-0.015,0.00331,3.9e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg14058848,-0.018,0.00453,9.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg22212560,0.012,0.0031,8.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg22004069,0.014,0.00363,8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg26227957,0.012,0.00299,8.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg26900995,-0.01,0.00246,3.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03671075,-0.0061,0.00147,3.4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg19379721,0.017,0.00415,6.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08006309,0.0088,0.00191,4.1e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg10558233,-0.012,0.00177,5.7e-12,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg13668823,0.012,0.00281,1.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg13256912,-0.016,0.00388,2.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg05089897,0.013,0.00256,1.5e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06405563,0.0083,0.00208,6.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03147185,-0.017,0.00369,4e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg14334350,0.012,0.00254,1.9e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg16787624,0.012,0.00248,1.1e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg09783270,-0.0087,0.00205,2.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg19940644,-0.0061,0.00147,3.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg14237301,0.013,0.00301,8.9e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01211396,0.016,0.00398,9.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg25256723,-0.0099,0.00242,4.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17389813,-0.0055,0.00135,4.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23110422,-0.0078,0.00192,4.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg00871610,-0.01,0.0025,5.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06726490,-0.0098,0.00244,5.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg16031065,-0.0092,0.00236,9.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21337881,0.015,0.00372,4.1e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24905254,-0.0092,0.00225,4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23205886,-0.015,0.00289,2.4e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03997105,-0.0075,0.00167,7e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24351901,-0.0098,0.00251,9.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg10462803,0.011,0.00279,9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21981144,-0.019,0.00398,1e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04907244,-0.0061,0.00137,8.4e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg22998476,-0.012,0.0024,1.3e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08059112,0.019,0.00361,1.1e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01475538,-0.017,0.00431,7.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15878619,-0.0084,0.002,2.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg15344028,-0.0067,0.00161,3.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg26250129,0.017,0.00306,2.2e-08,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg17930194,-0.0054,0.00133,5.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg18618815,-0.0089,0.00213,2.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg09931909,-0.0062,0.00143,1.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21599324,-0.022,0.00416,1.9e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg14298689,-0.0085,0.00202,2.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg10788371,-0.011,0.00238,8.7e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06671710,-0.0076,0.00176,1.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg16969872,-0.012,0.00215,4.7e-08,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg02010481,-0.0085,0.00198,1.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11095027,0.017,0.00323,1.1e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg03146413,-0.014,0.00296,2.1e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg23759710,0.017,0.00445,8.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04433201,0.01,0.00238,1.4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg21223423,-0.012,0.00251,4.7e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06484274,-0.0076,0.00193,7.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08099136,-0.0097,0.00198,1.1e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04324917,0.014,0.00297,1.2e-06,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg07195224,-0.0073,0.00186,9.3e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11848788,-0.0091,0.00232,9.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg04931184,-0.014,0.00355,9.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg16328369,-0.0068,0.00161,2.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11127915,-0.0052,0.00132,7.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06690548,-0.0058,0.00144,6.8e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg24136700,0.0073,0.00177,3.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg02583484,-0.009,0.0021,1.9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg25247402,-0.0095,0.00241,9e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg25648203,-0.0078,0.00195,6.7e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01127300,-0.0092,0.00183,5.1e-07,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg06017212,0.018,0.00424,1.4e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg01000422,0.012,0.00301,3.5e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg08182454,-0.0095,0.00224,2.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
cg11746996,-0.013,0.00327,4.2e-05,Robert-F-Hillary_Incident_Liver_Cirrhosis_Basic_model
