CpG,Beta,SE,P,StudyID
cg13784312,-0.018,0.00447,4.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10806146,0.033,0.00825,6.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24065451,0.019,0.00492,7.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01177100,0.044,0.011,6.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09018739,0.051,0.01013,5.8e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07753644,-0.022,0.00534,5.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18458509,-0.029,0.00613,1.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06894612,0.031,0.0075,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20690922,0.035,0.0086,5.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17207590,0.021,0.00518,5.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07298547,0.031,0.00724,2.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04368724,0.029,0.00581,5.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23482898,0.038,0.00949,7.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04973995,-0.021,0.00508,3.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14137548,-0.039,0.00927,3.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07521618,0.037,0.00922,5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05209483,-0.027,0.00532,5.6e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27305772,0.04,0.01004,7.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06846976,0.031,0.00754,3.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01894508,0.044,0.00853,3e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03074946,0.034,0.00852,8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22937882,0.05,0.00964,2.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25949550,-0.025,0.00499,4.8e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05094429,-0.03,0.00775,8.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23818246,-0.037,0.00929,6.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16065899,-0.027,0.00633,1.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00424785,-0.032,0.00785,5.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11978634,0.027,0.00614,9.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16680125,-0.029,0.00639,8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09182189,-0.032,0.00678,2.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15857470,-0.024,0.0058,4.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06230847,0.032,0.00793,4.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01651915,-0.017,0.00401,2.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05462339,0.044,0.01067,3.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20401945,0.024,0.00587,5.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04362887,0.033,0.00821,4.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19859270,-0.028,0.00594,1.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26313301,0.03,0.00768,8.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18877294,-0.024,0.00571,2.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22284058,0.033,0.00817,4.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19001023,0.038,0.00882,1.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08549335,-0.023,0.00502,3.4e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18928221,-0.032,0.0077,3.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25050565,-0.023,0.00488,1.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24681499,0.046,0.00933,1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24887211,-0.045,0.01032,1.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26280349,0.028,0.00722,8.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04374813,-0.022,0.00546,7.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17855390,0.038,0.00952,5.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23761815,0.037,0.00875,2.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03699074,-0.024,0.00511,3.2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24426405,-0.028,0.00661,2.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07078732,0.072,0.01272,1.9e-08,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22870429,-0.041,0.00751,5.4e-08,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21912162,0.028,0.00699,5.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20545458,-0.025,0.00638,9.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09879253,0.043,0.00817,1.7e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18247179,-0.032,0.00711,6.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04270489,-0.026,0.00676,9.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16178855,0.042,0.00933,7.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02186444,0.038,0.00841,6.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26841040,0.054,0.01315,4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16618104,-0.035,0.00547,2.5e-10,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11510131,0.031,0.00801,8.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27241845,-0.025,0.00593,2.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09421562,-0.036,0.00917,7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05006384,0.042,0.01071,7.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03950873,-0.031,0.00805,9.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05245794,-0.033,0.00712,4.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01588592,0.042,0.00988,1.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01538969,0.036,0.0088,4.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19169154,0.055,0.01301,2.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06804823,-0.019,0.0043,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00851028,0.042,0.00891,1.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01437204,-0.024,0.00521,3.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26873338,0.032,0.00753,2.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
ch.2.30415474F,-0.025,0.00565,9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02610360,0.018,0.00442,4.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10706013,-0.024,0.00596,5.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05131266,0.032,0.00813,6.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18376306,-0.024,0.00567,2.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13299824,-0.024,0.00594,5.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05673882,-0.02,0.00471,2.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07328796,-0.035,0.00891,9.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02650512,-0.031,0.00755,4.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16755922,0.019,0.00483,7.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24736734,-0.031,0.00772,5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24859433,-0.028,0.00645,2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23498494,-0.029,0.00671,1.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01787285,-0.02,0.00507,8.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14266248,0.054,0.01229,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18764008,-0.025,0.00647,8.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14749802,-0.026,0.00662,8.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07738730,-0.02,0.00441,4.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26126740,0.045,0.00965,2.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13917964,-0.015,0.00369,7.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14741228,-0.023,0.00568,4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16519923,-0.032,0.00682,2.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15342087,-0.027,0.00672,5.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01275661,0.025,0.00622,7.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08652441,-0.037,0.00893,4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26196424,-0.024,0.00613,7.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19811148,-0.037,0.00794,3.7e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11721554,-0.043,0.0096,6.3e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13039251,0.018,0.00414,2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16853770,0.043,0.01073,5.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22472360,-0.02,0.00512,9.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24809269,-0.033,0.00816,4.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22680424,0.037,0.00892,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14902389,-0.035,0.00865,6.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27280535,-0.027,0.00568,1.7e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26846781,0.064,0.0138,3.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04338129,0.03,0.00694,1.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01970322,-0.036,0.00899,6.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14287311,-0.03,0.00675,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17747551,-0.042,0.00978,2.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02952295,-0.027,0.00541,5.1e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16795184,0.04,0.00965,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06492796,-0.028,0.00694,4.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23919111,-0.021,0.00532,7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05703230,-0.033,0.00791,3.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00831127,-0.029,0.00611,2.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11494773,-0.019,0.00443,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21855211,-0.012,0.00305,9.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09464061,-0.03,0.00761,9.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05117638,-0.022,0.00506,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27563968,0.035,0.00881,6.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20601276,0.036,0.00837,1.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23722790,0.048,0.00967,5.8e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13857947,0.056,0.01042,6.9e-08,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26244013,-0.037,0.00921,5.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10402995,0.043,0.01094,9.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19572487,-0.035,0.0058,2.3e-09,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24218626,-0.035,0.00868,5.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04923746,0.038,0.00857,1.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21973667,0.023,0.00571,4.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24404329,0.029,0.00745,7.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17466510,0.034,0.00768,7.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13758186,-0.035,0.00865,5.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15458222,0.031,0.00653,1.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19939773,-0.022,0.0052,2.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21703988,0.042,0.0102,4.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00508575,0.039,0.00876,7e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16875104,-0.014,0.00358,8.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04011173,-0.013,0.00297,1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10408430,0.05,0.01064,2.4e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04286697,0.038,0.00871,1.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27050031,-0.046,0.01102,3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27332104,0.044,0.0086,3.6e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18858739,0.035,0.00893,7.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08929626,0.036,0.00907,7.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22805381,-0.031,0.00704,7.7e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21550372,-0.032,0.0072,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09037630,-0.025,0.00557,9.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01739831,0.038,0.00981,9.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
ch.6.33611621F,-0.025,0.0052,1.2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20458044,-0.034,0.00824,3.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05798059,-0.033,0.00804,3.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20740711,-0.031,0.00739,2.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06555468,0.036,0.00762,3e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
