CpG,Beta,SE,P,StudyID
cg26963277,-0.053,0.0122,1.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg02231404,-0.04,0.0088,6.3e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12018718,-0.051,0.0096,9.1e-08,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12013591,-0.073,0.0188,9.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg20518446,-0.045,0.0109,3.9e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06688763,0.028,0.0071,7.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg18316974,-0.03,0.0054,3.2e-08,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg10279487,-0.03,0.0067,9.7e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg04583842,0.074,0.0155,1.7e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12582317,0.037,0.0087,2.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg20059012,-0.032,0.0074,1.5e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg16596052,0.06,0.0132,5.1e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg07675998,0.046,0.0107,1.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg00034336,-0.052,0.0131,7.9e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg15330117,-0.047,0.0115,4.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg25737313,-0.06,0.0132,4.6e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12873476,-0.055,0.0139,8.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg21566642,-0.074,0.0082,1.1e-19,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg09238801,-0.067,0.0162,3.5e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg23621097,0.04,0.0091,1.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg21593149,-0.036,0.0089,5.8e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg03318904,0.082,0.0186,1.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg24771152,0.034,0.0076,6.5e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg02338271,-0.063,0.0153,4.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg08698997,-0.065,0.0146,9.4e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg18482303,0.059,0.0141,2.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg17619755,0.04,0.0099,6.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg13784312,-0.048,0.0112,2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg19070894,0.055,0.0138,7.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg22138735,-0.04,0.0082,1.2e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg11468085,0.061,0.0148,3.8e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg08122899,-0.1,0.0259,9e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg09018739,0.1,0.0252,3.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg15657100,0.07,0.0161,1.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg10723431,0.08,0.0189,2.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg04368724,0.058,0.0145,5.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg10785537,0.11,0.0263,2.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg01941278,0.085,0.0217,8.8e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg18754985,-0.092,0.0189,1.2e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg19719391,0.1,0.0197,2.1e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg05339037,-0.11,0.0264,2.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg13987792,0.11,0.0272,8.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg01115923,-0.091,0.0221,3.9e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg23480021,0.023,0.0053,1.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg24856658,-0.053,0.0127,2.9e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg17759224,-0.07,0.0161,1.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg25949550,-0.053,0.0125,2.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg04986899,0.072,0.0183,7.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg08884752,-0.096,0.0228,2.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg02841912,-0.058,0.0141,4.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg24854010,0.082,0.0186,1.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06516124,0.065,0.0136,2e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg15901783,-0.045,0.0108,3.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg04934530,0.074,0.0189,9.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg17074431,0.074,0.0181,4.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg08666707,-0.13,0.0227,1.4e-08,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg13442016,-0.069,0.0153,5.4e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06791426,0.059,0.0138,2.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06635946,-0.093,0.0211,1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg03646329,-0.041,0.0103,6.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg13183780,0.053,0.0132,6.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg26404226,0.05,0.0127,6.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg19859270,-0.1,0.0148,9.3e-12,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg03450842,-0.14,0.0241,4e-09,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg24402372,0.098,0.0252,9.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg17940740,-0.049,0.0119,3.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12559228,-0.092,0.0189,1.2e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06635952,0.073,0.0159,4.1e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg08549335,-0.05,0.0124,5.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg18882687,-0.069,0.0138,5.1e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg26581729,-0.081,0.0189,1.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg18396403,-0.084,0.0197,1.9e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg17501210,-0.074,0.0148,6e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12054453,-0.033,0.0083,6.5e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg00255726,0.051,0.013,9.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg22112435,-0.066,0.0127,2.7e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg03699074,-0.05,0.0128,7.8e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg21113318,0.13,0.0259,1e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg10814005,-0.059,0.0127,2.9e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg25325512,-0.074,0.0138,7e-08,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg27118035,0.052,0.0117,9.4e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg05780139,-0.056,0.014,5.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg03179542,-0.11,0.0276,3.8e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg16618104,-0.091,0.0136,2.9e-11,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg17980786,0.13,0.0245,6.2e-08,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg27241845,-0.08,0.0147,6.6e-08,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg11909467,0.095,0.023,3.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg10575261,0.053,0.0135,9.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg23367341,-0.041,0.0104,7.8e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg14886850,0.094,0.0209,7.2e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg00851028,0.1,0.0222,5.8e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg13953458,0.1,0.0245,4.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg23172671,0.062,0.016,9.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg08101174,-0.087,0.0199,1.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg05963604,-0.078,0.0158,8.4e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg25730428,0.08,0.0166,1.3e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg03018771,0.14,0.029,1.8e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg24741430,-0.085,0.0193,9.8e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg19935065,0.064,0.0136,2.8e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg27462975,0.032,0.0082,8.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg07977946,-0.057,0.0147,9.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg09435499,0.094,0.0233,5.5e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg05673882,-0.059,0.0117,5.2e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg27004870,-0.051,0.0132,9.9e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg00271311,0.086,0.0191,7.1e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg03038262,-0.098,0.0192,3.4e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg24859433,-0.12,0.0159,9.7e-14,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg17443080,-0.1,0.0245,3.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg14816825,0.077,0.0193,6.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg16519923,-0.087,0.017,3.6e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg21697134,0.072,0.0151,1.9e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg26775866,-0.069,0.0141,9.5e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg23161492,-0.052,0.0112,3e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06192883,0.07,0.016,1.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg15342087,-0.12,0.0166,2.3e-13,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg23059946,0.063,0.0146,1.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg09662411,-0.046,0.0095,1.6e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg27601809,0.11,0.0206,2.9e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg03672272,-0.15,0.0262,2.2e-08,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12803754,-0.065,0.0152,2.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12076915,-0.06,0.0147,5.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg26126879,0.044,0.0108,3.8e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg13834112,0.066,0.0146,6.6e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06484123,0.05,0.0099,4.4e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06595653,-0.078,0.0175,9e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg14165660,0.08,0.02,6.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg08255481,0.097,0.022,1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06724236,0.086,0.0195,9.3e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg07114422,0.093,0.0228,5.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg02518216,0.064,0.0161,7.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg08462055,0.055,0.0134,4.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg14495953,0.09,0.0227,7.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg14021880,-0.069,0.0159,1.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg05634637,0.051,0.0112,4.6e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg21138542,0.047,0.012,7.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg05284742,-0.1,0.0219,4.5e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg00138407,0.11,0.0222,8.2e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg06154597,-0.11,0.0232,1.8e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12360736,-0.063,0.0149,2.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg26108329,0.12,0.0291,3.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg14580211,-0.096,0.0161,2.4e-09,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg26352795,-0.1,0.0235,7.9e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg05119988,-0.11,0.0161,2.5e-11,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg21963854,0.075,0.0174,1.5e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg27469606,-0.066,0.0169,9.3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg25235205,0.1,0.0253,7.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg13615963,-0.054,0.0134,6.2e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg05962511,0.074,0.0184,5.7e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg00669390,-0.12,0.0283,1.6e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg10402995,0.11,0.0272,2.5e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg09762021,0.064,0.0154,3e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg19572487,-0.075,0.0144,2.1e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg26118759,-0.055,0.0126,1.1e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg07626482,-0.1,0.0198,3.8e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg02743070,-0.094,0.0232,5.4e-05,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg12459502,0.1,0.0207,1.4e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg17466510,0.095,0.0191,6.2e-07,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
cg01015663,-0.084,0.0185,5.5e-06,Robert-F-Hillary_Prevalent_Ischemic_Heart_Disease_(Self-report)_Basic_model
