CpG,Beta,SE,P,StudyID
cg00224471,-0.0215,0.00417,8.3e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00225858,0.044,0.00892,2.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00231300,0.0278,0.00567,2.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00236261,0.0696,0.01722,8.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00247631,-0.0216,0.00473,1.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00259742,-0.0226,0.00427,4.7e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00290355,-0.0205,0.00465,2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00303183,0.0142,0.00272,6e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00304388,0.0314,0.00446,8.9e-11,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00309945,-0.0203,0.00475,3.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00310410,-0.0318,0.00632,1.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00323915,-0.0368,0.00843,2.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00327947,0.0175,0.00369,5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00345025,0.0267,0.00559,4.4e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00345083,-0.1923,0.03917,2.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00346392,-0.0103,0.00253,8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00356251,-0.1136,0.02191,7.5e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00356916,-0.0244,0.00589,5.8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00357958,-0.0282,0.00576,2.6e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00369056,-0.0185,0.00375,2.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00371134,-0.0176,0.00428,6.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00384701,0.0367,0.00567,1.6e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00396865,0.0201,0.00365,1.8e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00399895,-0.1164,0.02596,1.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00401678,-0.0319,0.00584,2e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00407452,0.0489,0.00636,2.3e-12,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00407468,-0.0163,0.00279,3.6e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00409356,-0.0182,0.00394,8.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00422566,0.0268,0.0058,8.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00423153,0.0511,0.00941,2.4e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00426709,0.039,0.00708,1.7e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00433861,-0.0321,0.00616,6.4e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00435064,0.0188,0.00371,1.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00441918,0.0173,0.0043,9.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00447646,0.0307,0.00747,6.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00450312,0.0263,0.00605,2.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00457403,-0.0416,0.00503,9.5e-14,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00468846,0.0168,0.00341,2.4e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00472710,0.0418,0.00966,2.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00478710,0.0242,0.0054,1.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00483030,0.0188,0.00441,3.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00485391,0.0217,0.0041,4.4e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00507497,-0.0283,0.00496,6.7e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00517855,0.017,0.00304,1.2e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00523604,-0.0277,0.00649,3.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00528572,0.0601,0.00948,3e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00533183,0.0195,0.00465,5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00538147,0.0468,0.00916,1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00542127,0.0544,0.01145,5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00546757,0.1557,0.02427,2.1e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00548098,0.0257,0.00477,3e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00560284,0.0295,0.0054,2.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00569418,0.0185,0.00423,2.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00572586,-0.0456,0.0094,3.2e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00576936,-0.0522,0.01077,3.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00601450,0.0854,0.01409,1.2e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00609961,-0.0298,0.00509,3.4e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00618711,0.0149,0.00313,4.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00628697,0.0367,0.00689,3.8e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00632657,0.0263,0.00613,3.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00634542,-0.0213,0.00467,1.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00639635,-0.0225,0.00411,1.9e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00649377,-0.0281,0.00687,7.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00657780,-0.0253,0.00548,8.9e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00665420,0.0157,0.00294,3.5e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00675157,0.1589,0.02921,2.3e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00684824,-0.0226,0.00556,7.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00689492,0.0283,0.00692,7.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00693978,0.0116,0.0023,1.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00695177,0.1546,0.02741,9.3e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00702547,-0.0246,0.00526,6.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00707814,-0.0299,0.00718,5.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00719771,-0.0492,0.00762,1.7e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00720829,0.0317,0.00729,2.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00735023,-0.0363,0.00745,3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00741986,0.0207,0.00457,1.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00748432,-0.018,0.0042,3.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00753676,-0.0214,0.00401,3.7e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00753924,0.057,0.01176,3.4e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00757033,-0.0421,0.00665,3.1e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00772020,0.032,0.00607,5e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00772091,0.022,0.00491,1.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00792015,0.0279,0.00507,1.7e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00810483,-0.0213,0.00529,9.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00816676,0.0398,0.00774,9.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00823843,-0.0326,0.0061,3.5e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00833479,-0.0393,0.00867,1.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00835279,0.0645,0.01438,1.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00842582,0.0124,0.00226,1.8e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00844197,-0.0224,0.00517,2.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00859877,0.1583,0.01948,2.2e-13,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00863893,0.0716,0.01594,1.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00864012,-0.023,0.00502,1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00868074,0.0211,0.00521,8.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00875849,0.0235,0.00536,2.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00876678,0.0203,0.00354,6.1e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00883689,0.0376,0.00935,9.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00889363,-0.0142,0.00348,7.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00900444,-0.0245,0.00449,2.2e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00901401,-0.0465,0.00811,5.7e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00907283,0.0274,0.00486,9e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00910586,-0.0607,0.01138,3.7e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00917847,0.0434,0.0085,1.1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00920799,-0.0164,0.00368,1.8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00930606,0.0147,0.00326,1.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00933411,-0.0412,0.00925,1.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00934987,0.0255,0.005,1.1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00945507,0.0348,0.00831,4.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00947782,-0.0857,0.01908,1.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00959259,0.0318,0.00675,5.7e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00962903,0.0381,0.00645,2.5e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00965023,0.0251,0.00614,7.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00976097,0.0454,0.00994,1.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00980622,0.0214,0.00499,3.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00988148,0.0383,0.00879,2.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg00991495,-0.0242,0.00443,2.2e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01003448,-0.0595,0.00962,6.7e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01013522,-0.1923,0.03273,3e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01022345,0.0156,0.00379,6.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01035956,0.0144,0.00322,1.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01046833,0.0388,0.00599,1.5e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01049674,-0.0268,0.0049,2e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01052636,-0.0271,0.00578,6.4e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01067405,-0.0679,0.0117,4.2e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01070095,0.029,0.00517,1.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01074083,0.1266,0.02368,3.6e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01085553,0.0828,0.01483,1.2e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01091356,0.0355,0.00759,6.9e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01093138,0.0346,0.00721,4.1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01101459,-0.0224,0.00511,2.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01102307,0.034,0.00618,1.8e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01143547,0.0248,0.00591,4.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01153613,-0.0205,0.00407,1.4e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01175142,0.0373,0.0065,6e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01176947,0.0102,0.00231,1.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01193293,-0.0411,0.00948,2.8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01195246,-0.0431,0.00845,1.1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01199928,0.0397,0.00704,9.2e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01229787,-0.0405,0.00861,6e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01232331,-0.0471,0.01159,8.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01234299,0.045,0.0074,1.1e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01243924,-0.0148,0.00272,2.3e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01255465,0.0217,0.00455,4.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01267068,-0.0977,0.01549,3.5e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01274660,0.0267,0.00466,6.2e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01281718,-0.0203,0.00481,4.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01286685,-0.049,0.01164,4.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01326421,-0.1268,0.02936,3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01332882,-0.0347,0.00733,5.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01344056,-0.0604,0.01133,3.9e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01353448,0.0361,0.00875,6.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01368219,-0.0263,0.00583,1.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01369479,0.0275,0.00464,2.3e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01380194,-0.0298,0.00665,1.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg01388630,0.0204,0.00423,3.6e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
