CpG,Beta,SE,P,StudyID
cg22230912,-3.37,0.803,3.6e-05,31300640_Cardenas-A_allergic_asthma
cg24791666,2.1,0.516,6.1e-05,31300640_Cardenas-A_allergic_asthma
cg16283183,2.12,0.497,2.7e-05,31300640_Cardenas-A_allergic_asthma
cg01916724,1.61,0.399,7.2e-05,31300640_Cardenas-A_allergic_asthma
cg05709770,3.46,0.823,3.6e-05,31300640_Cardenas-A_allergic_asthma
cg04217850,-2.7,0.518,3.7e-07,31300640_Cardenas-A_allergic_asthma
cg06070625,-3.49,0.843,4.6e-05,31300640_Cardenas-A_allergic_asthma
cg06391412,-3.3,0.816,6.9e-05,31300640_Cardenas-A_allergic_asthma
cg09729012,6.24,1.477,3.3e-05,31300640_Cardenas-A_allergic_asthma
cg15458222,-3.91,0.969,7e-05,31300640_Cardenas-A_allergic_asthma
cg00686823,2.5,0.62,7.2e-05,31300640_Cardenas-A_allergic_asthma
cg08889930,-2.9,0.644,9.8e-06,31300640_Cardenas-A_allergic_asthma
cg23153546,-2.46,0.508,2.1e-06,31300640_Cardenas-A_allergic_asthma
cg03278639,-2.49,0.569,1.7e-05,31300640_Cardenas-A_allergic_asthma
cg12196294,5.7,1.398,6e-05,31300640_Cardenas-A_allergic_asthma
cg08877322,-2.26,0.566,8.3e-05,31300640_Cardenas-A_allergic_asthma
cg12105691,-2.82,0.655,2.3e-05,31300640_Cardenas-A_allergic_asthma
cg08698681,-3.13,0.69,8.5e-06,31300640_Cardenas-A_allergic_asthma
cg04365699,-3.52,0.842,3.9e-05,31300640_Cardenas-A_allergic_asthma
cg09596645,-4.43,0.889,1.1e-06,31300640_Cardenas-A_allergic_asthma
cg23819411,5.11,0.918,6.1e-08,31300640_Cardenas-A_allergic_asthma
cg23189692,3.6,0.731,1.5e-06,31300640_Cardenas-A_allergic_asthma
cg17470397,-4.05,0.966,3.7e-05,31300640_Cardenas-A_allergic_asthma
cg22221575,-4.54,0.975,5e-06,31300640_Cardenas-A_allergic_asthma
cg02803925,-3.65,0.903,6.9e-05,31300640_Cardenas-A_allergic_asthma
cg10722267,-5.9,1.455,6.5e-05,31300640_Cardenas-A_allergic_asthma
cg05736642,-2.83,0.691,5.5e-05,31300640_Cardenas-A_allergic_asthma
cg09636525,-1.66,0.415,8.2e-05,31300640_Cardenas-A_allergic_asthma
cg10876767,5.71,1.126,7.3e-07,31300640_Cardenas-A_allergic_asthma
cg03002688,4.84,1.183,5.7e-05,31300640_Cardenas-A_allergic_asthma
cg19702771,-2.07,0.498,4.4e-05,31300640_Cardenas-A_allergic_asthma
cg03321813,2.88,0.585,1.5e-06,31300640_Cardenas-A_allergic_asthma
cg03418002,2.92,0.618,3.7e-06,31300640_Cardenas-A_allergic_asthma
cg20866785,-4.28,0.86,1.1e-06,31300640_Cardenas-A_allergic_asthma
cg26714425,3.89,0.793,1.6e-06,31300640_Cardenas-A_allergic_asthma
cg23275644,4.65,1.13,5.1e-05,31300640_Cardenas-A_allergic_asthma
cg16362140,-3.61,0.751,2.6e-06,31300640_Cardenas-A_allergic_asthma
cg01116161,-2.22,0.456,1.9e-06,31300640_Cardenas-A_allergic_asthma
cg14978242,-4.09,0.871,4.2e-06,31300640_Cardenas-A_allergic_asthma
cg02244263,-3.97,0.867,7.1e-06,31300640_Cardenas-A_allergic_asthma
cg11310939,-2.91,0.677,2.4e-05,31300640_Cardenas-A_allergic_asthma
cg12377972,-2.75,0.618,1.2e-05,31300640_Cardenas-A_allergic_asthma
cg01938023,2.5,0.61,5.5e-05,31300640_Cardenas-A_allergic_asthma
cg06009042,-2.15,0.531,6.6e-05,31300640_Cardenas-A_allergic_asthma
cg17558547,-2.63,0.659,8.3e-05,31300640_Cardenas-A_allergic_asthma
cg15102430,-1.42,0.337,3.4e-05,31300640_Cardenas-A_allergic_asthma
cg24921943,4.41,1.066,4.6e-05,31300640_Cardenas-A_allergic_asthma
cg15344640,-2.51,0.573,1.7e-05,31300640_Cardenas-A_allergic_asthma
cg24095374,0.98,0.188,3.5e-07,31300640_Cardenas-A_allergic_asthma
cg19619956,4.54,1.109,5.6e-05,31300640_Cardenas-A_allergic_asthma
cg04459091,-2.57,0.439,1.3e-08,31300640_Cardenas-A_allergic_asthma
cg07377178,7.14,1.487,2.6e-06,31300640_Cardenas-A_allergic_asthma
cg09740468,5.11,1.074,3.1e-06,31300640_Cardenas-A_allergic_asthma
cg13863638,-2.12,0.44,2.4e-06,31300640_Cardenas-A_allergic_asthma
cg04664309,-2.62,0.621,3.3e-05,31300640_Cardenas-A_allergic_asthma
cg12213680,-3.8,0.93,5.7e-05,31300640_Cardenas-A_allergic_asthma
cg20715953,-2.53,0.6,3.4e-05,31300640_Cardenas-A_allergic_asthma
cg09191776,-2.92,0.656,1.2e-05,31300640_Cardenas-A_allergic_asthma
cg05115679,0.83,0.203,5.7e-05,31300640_Cardenas-A_allergic_asthma
cg26354367,-1.91,0.453,3.4e-05,31300640_Cardenas-A_allergic_asthma
cg13831136,5.09,1.247,5.8e-05,31300640_Cardenas-A_allergic_asthma
cg12600843,-4.24,0.94,9.5e-06,31300640_Cardenas-A_allergic_asthma
cg10692140,3.62,0.896,6.9e-05,31300640_Cardenas-A_allergic_asthma
cg23782145,1.68,0.419,7.8e-05,31300640_Cardenas-A_allergic_asthma
cg06954660,-1.13,0.237,3e-06,31300640_Cardenas-A_allergic_asthma
cg03872934,3.74,0.88,2.9e-05,31300640_Cardenas-A_allergic_asthma
cg11396585,-2.3,0.559,5.2e-05,31300640_Cardenas-A_allergic_asthma
cg19205064,-2.83,0.668,3.1e-05,31300640_Cardenas-A_allergic_asthma
cg18891604,-2.05,0.474,2.1e-05,31300640_Cardenas-A_allergic_asthma
cg01980222,3.58,0.87,5.2e-05,31300640_Cardenas-A_allergic_asthma
cg20840540,-2.79,0.562,1.2e-06,31300640_Cardenas-A_allergic_asthma
cg22483743,-1.98,0.469,3.3e-05,31300640_Cardenas-A_allergic_asthma
cg05218678,-3.54,0.837,3.2e-05,31300640_Cardenas-A_allergic_asthma
cg24737761,3.52,0.871,6.8e-05,31300640_Cardenas-A_allergic_asthma
cg01699630,4.43,1.069,4.6e-05,31300640_Cardenas-A_allergic_asthma
cg14905466,0.91,0.18,7.9e-07,31300640_Cardenas-A_allergic_asthma
cg08268892,-3.08,0.734,3.7e-05,31300640_Cardenas-A_allergic_asthma
cg02752812,-1.97,0.48,5.4e-05,31300640_Cardenas-A_allergic_asthma
cg03512256,-2.33,0.459,7.3e-07,31300640_Cardenas-A_allergic_asthma
cg07376561,-2.47,0.589,3.7e-05,31300640_Cardenas-A_allergic_asthma
cg26352718,-1.86,0.425,1.7e-05,31300640_Cardenas-A_allergic_asthma
cg04321303,-3.53,0.866,6e-05,31300640_Cardenas-A_allergic_asthma
cg04290133,-2.83,0.681,4.3e-05,31300640_Cardenas-A_allergic_asthma
cg25444339,1.33,0.326,5.8e-05,31300640_Cardenas-A_allergic_asthma
cg02435538,-1.93,0.47,5.3e-05,31300640_Cardenas-A_allergic_asthma
cg07733719,2.79,0.549,7e-07,31300640_Cardenas-A_allergic_asthma
cg07719679,1.86,0.413,9.7e-06,31300640_Cardenas-A_allergic_asthma
cg11432630,2.04,0.488,4e-05,31300640_Cardenas-A_allergic_asthma
cg09696385,-2.6,0.63,4.9e-05,31300640_Cardenas-A_allergic_asthma
cg15535471,-3.2,0.753,2.9e-05,31300640_Cardenas-A_allergic_asthma
cg05184016,-3.11,0.663,4.2e-06,31300640_Cardenas-A_allergic_asthma
cg07970948,-5.71,1.158,1.4e-06,31300640_Cardenas-A_allergic_asthma
cg24491618,-2.44,0.612,8.6e-05,31300640_Cardenas-A_allergic_asthma
cg18666454,-3.71,0.772,2.5e-06,31300640_Cardenas-A_allergic_asthma
cg06333800,6.06,1.489,6.1e-05,31300640_Cardenas-A_allergic_asthma
cg10702418,4.52,1.004,9.9e-06,31300640_Cardenas-A_allergic_asthma
cg04088945,5.02,1.141,1.6e-05,31300640_Cardenas-A_allergic_asthma
cg20713968,-2.69,0.561,2.7e-06,31300640_Cardenas-A_allergic_asthma
cg12074090,-3.72,0.827,1e-05,31300640_Cardenas-A_allergic_asthma
cg03325664,4.17,0.971,2.4e-05,31300640_Cardenas-A_allergic_asthma
cg22816343,-3.02,0.722,3.9e-05,31300640_Cardenas-A_allergic_asthma
cg22022716,4.61,1.147,7.5e-05,31300640_Cardenas-A_allergic_asthma
cg14774440,3.73,0.872,2.6e-05,31300640_Cardenas-A_allergic_asthma
cg21301224,2.83,0.683,4.6e-05,31300640_Cardenas-A_allergic_asthma
cg02133716,-2.08,0.426,1.8e-06,31300640_Cardenas-A_allergic_asthma
cg00736681,-3.33,0.807,4.8e-05,31300640_Cardenas-A_allergic_asthma
cg09377531,-4.73,0.988,2.7e-06,31300640_Cardenas-A_allergic_asthma
cg21861233,-1.63,0.316,4.6e-07,31300640_Cardenas-A_allergic_asthma
cg14025883,-3.53,0.789,1.1e-05,31300640_Cardenas-A_allergic_asthma
cg05000446,5.09,1.185,2.4e-05,31300640_Cardenas-A_allergic_asthma
cg03492094,-3.09,0.772,8.1e-05,31300640_Cardenas-A_allergic_asthma
cg13576859,-3.75,0.84,1.2e-05,31300640_Cardenas-A_allergic_asthma
cg14612966,-2.96,0.707,3.8e-05,31300640_Cardenas-A_allergic_asthma
cg21229179,-2.71,0.546,1.2e-06,31300640_Cardenas-A_allergic_asthma
cg13799986,1.7,0.423,7.6e-05,31300640_Cardenas-A_allergic_asthma
cg05219423,-3.56,0.764,5e-06,31300640_Cardenas-A_allergic_asthma
cg01614759,-3.5,0.796,1.6e-05,31300640_Cardenas-A_allergic_asthma
cg24044501,1.87,0.413,8.8e-06,31300640_Cardenas-A_allergic_asthma
cg23502253,-2.25,0.563,8.3e-05,31300640_Cardenas-A_allergic_asthma
cg27009448,-2.79,0.602,5.6e-06,31300640_Cardenas-A_allergic_asthma
cg11653519,4.84,0.955,7.3e-07,31300640_Cardenas-A_allergic_asthma
cg26865494,-3.6,0.799,9.7e-06,31300640_Cardenas-A_allergic_asthma
cg05714496,-2.09,0.52,7.6e-05,31300640_Cardenas-A_allergic_asthma
cg09072230,-2.77,0.561,1.4e-06,31300640_Cardenas-A_allergic_asthma
cg14472551,4.17,1.025,6.2e-05,31300640_Cardenas-A_allergic_asthma
cg03479289,3.51,0.8,1.6e-05,31300640_Cardenas-A_allergic_asthma
cg03211593,3.44,0.704,1.7e-06,31300640_Cardenas-A_allergic_asthma
cg21002528,3.56,0.872,5.9e-05,31300640_Cardenas-A_allergic_asthma
cg04692506,-3.12,0.623,9.9e-07,31300640_Cardenas-A_allergic_asthma
cg24459209,-2.79,0.646,2.2e-05,31300640_Cardenas-A_allergic_asthma
cg15700636,-3.9,0.829,4e-06,31300640_Cardenas-A_allergic_asthma
cg12819873,-3.04,0.744,5.8e-05,31300640_Cardenas-A_allergic_asthma
cg25087851,-4.24,0.834,6.9e-07,31300640_Cardenas-A_allergic_asthma
cg05373256,-2.03,0.494,5.3e-05,31300640_Cardenas-A_allergic_asthma
cg10718809,4,0.91,1.6e-05,31300640_Cardenas-A_allergic_asthma
cg06154903,-3.66,0.803,7.8e-06,31300640_Cardenas-A_allergic_asthma
cg05300717,-3.66,0.838,1.8e-05,31300640_Cardenas-A_allergic_asthma
cg21208539,3.15,0.692,8e-06,31300640_Cardenas-A_allergic_asthma
cg09489470,-2.65,0.564,4.1e-06,31300640_Cardenas-A_allergic_asthma
cg24368962,-3.1,0.651,3.1e-06,31300640_Cardenas-A_allergic_asthma
cg15418499,3.97,0.904,1.6e-05,31300640_Cardenas-A_allergic_asthma
cg12543753,3.14,0.635,1.3e-06,31300640_Cardenas-A_allergic_asthma
cg03014680,-2.51,0.61,5.1e-05,31300640_Cardenas-A_allergic_asthma
cg09447105,-3.23,0.657,1.5e-06,31300640_Cardenas-A_allergic_asthma
cg12669088,-2.94,0.695,3.2e-05,31300640_Cardenas-A_allergic_asthma
cg09802818,3.12,0.577,1.4e-07,31300640_Cardenas-A_allergic_asthma
cg26148774,-1.41,0.277,6.4e-07,31300640_Cardenas-A_allergic_asthma
cg03919488,4.44,1.036,2.5e-05,31300640_Cardenas-A_allergic_asthma
cg11881599,-4.1,0.92,1.2e-05,31300640_Cardenas-A_allergic_asthma
cg19445588,4.47,0.971,6.4e-06,31300640_Cardenas-A_allergic_asthma
cg19998289,-3.26,0.711,7e-06,31300640_Cardenas-A_allergic_asthma
cg14480046,-1.52,0.376,6.9e-05,31300640_Cardenas-A_allergic_asthma
cg16335893,-3.35,0.818,5.6e-05,31300640_Cardenas-A_allergic_asthma
cg17723958,5.29,1.245,2.9e-05,31300640_Cardenas-A_allergic_asthma
cg06189670,-1.92,0.465,4.8e-05,31300640_Cardenas-A_allergic_asthma
cg12181028,4.16,1.043,8.6e-05,31300640_Cardenas-A_allergic_asthma
cg15887927,2.9,0.682,2.9e-05,31300640_Cardenas-A_allergic_asthma
cg19928703,-2.77,0.687,7.2e-05,31300640_Cardenas-A_allergic_asthma
cg02969426,4.58,1.124,6e-05,31300640_Cardenas-A_allergic_asthma
cg06906869,-2.92,0.601,2e-06,31300640_Cardenas-A_allergic_asthma
cg06398335,-2.83,0.659,2.5e-05,31300640_Cardenas-A_allergic_asthma
cg06380691,2.31,0.557,4.5e-05,31300640_Cardenas-A_allergic_asthma
cg01620379,2.98,0.733,6.3e-05,31300640_Cardenas-A_allergic_asthma
cg10097651,2.25,0.546,5e-05,31300640_Cardenas-A_allergic_asthma
cg07917901,2.6,0.555,4.5e-06,31300640_Cardenas-A_allergic_asthma
cg12192145,-3.24,0.72,1e-05,31300640_Cardenas-A_allergic_asthma
cg08077807,-2.89,0.716,7e-05,31300640_Cardenas-A_allergic_asthma
cg02057747,1.7,0.361,4e-06,31300640_Cardenas-A_allergic_asthma
cg15867698,-2.92,0.7,4e-05,31300640_Cardenas-A_allergic_asthma
cg02170785,-2.9,0.702,4.8e-05,31300640_Cardenas-A_allergic_asthma
cg16565031,2.96,0.655,9.3e-06,31300640_Cardenas-A_allergic_asthma
cg05878073,3.98,0.929,2.5e-05,31300640_Cardenas-A_allergic_asthma
cg10751282,-0.6,0.138,1.9e-05,31300640_Cardenas-A_allergic_asthma
cg04738877,-2.29,0.54,3e-05,31300640_Cardenas-A_allergic_asthma
cg05875421,2.81,0.662,3e-05,31300640_Cardenas-A_allergic_asthma
cg16409452,-2.82,0.668,3.3e-05,31300640_Cardenas-A_allergic_asthma
cg14084609,-2.83,0.632,1.1e-05,31300640_Cardenas-A_allergic_asthma
cg18550847,-3.32,0.792,3.7e-05,31300640_Cardenas-A_allergic_asthma
cg01000631,-4.3,0.912,3.9e-06,31300640_Cardenas-A_allergic_asthma
cg14215786,-0.95,0.238,8.2e-05,31300640_Cardenas-A_allergic_asthma
cg21067750,-3.1,0.668,5.4e-06,31300640_Cardenas-A_allergic_asthma
cg07177867,-2.88,0.696,4.6e-05,31300640_Cardenas-A_allergic_asthma
cg13645296,-2.72,0.674,7.1e-05,31300640_Cardenas-A_allergic_asthma
cg11668148,-3.5,0.818,2.6e-05,31300640_Cardenas-A_allergic_asthma
cg10387956,-3.6,0.788,7.4e-06,31300640_Cardenas-A_allergic_asthma
cg23387863,-3.56,0.861,4.7e-05,31300640_Cardenas-A_allergic_asthma
cg02102075,7.35,1.704,2.2e-05,31300640_Cardenas-A_allergic_asthma
cg07635227,2.13,0.494,2.2e-05,31300640_Cardenas-A_allergic_asthma
cg07436694,7.92,1.681,3.9e-06,31300640_Cardenas-A_allergic_asthma
cg09147843,-2.68,0.668,7.8e-05,31300640_Cardenas-A_allergic_asthma
cg06099697,-2.81,0.654,2.4e-05,31300640_Cardenas-A_allergic_asthma
cg08940169,-4.64,0.943,1.5e-06,31300640_Cardenas-A_allergic_asthma
cg04983687,-7.02,1.29,1.2e-07,31300640_Cardenas-A_allergic_asthma
cg08284993,3.69,0.67,8.5e-08,31300640_Cardenas-A_allergic_asthma
cg02226192,4.19,0.905,5.7e-06,31300640_Cardenas-A_allergic_asthma
cg08886063,-2.43,0.588,4.8e-05,31300640_Cardenas-A_allergic_asthma
cg05715138,-1.76,0.44,8.2e-05,31300640_Cardenas-A_allergic_asthma
cg04010582,-2.38,0.436,1.1e-07,31300640_Cardenas-A_allergic_asthma
cg08553913,2.02,0.503,7.7e-05,31300640_Cardenas-A_allergic_asthma
cg23679344,3.61,0.899,7.7e-05,31300640_Cardenas-A_allergic_asthma
cg26535158,3.37,0.752,1.1e-05,31300640_Cardenas-A_allergic_asthma
cg25173129,-3.43,0.72,3.1e-06,31300640_Cardenas-A_allergic_asthma
cg02970679,-2.79,0.606,6.3e-06,31300640_Cardenas-A_allergic_asthma
cg17374802,-3.3,0.668,1.3e-06,31300640_Cardenas-A_allergic_asthma
cg08105265,-3,0.638,4.1e-06,31300640_Cardenas-A_allergic_asthma
cg17041511,-3.35,0.753,1.3e-05,31300640_Cardenas-A_allergic_asthma
cg24361586,3.22,0.799,7.3e-05,31300640_Cardenas-A_allergic_asthma
cg17641443,-3.28,0.703,4.8e-06,31300640_Cardenas-A_allergic_asthma
cg22312249,-3,0.752,8.4e-05,31300640_Cardenas-A_allergic_asthma
cg26749306,-2.64,0.623,3.1e-05,31300640_Cardenas-A_allergic_asthma
cg07352016,-2.02,0.475,2.9e-05,31300640_Cardenas-A_allergic_asthma
cg00383167,2.69,0.65,4.7e-05,31300640_Cardenas-A_allergic_asthma
cg03004350,3.59,0.885,6.5e-05,31300640_Cardenas-A_allergic_asthma
cg02082462,2.21,0.521,3.1e-05,31300640_Cardenas-A_allergic_asthma
cg22761077,1.62,0.385,3.5e-05,31300640_Cardenas-A_allergic_asthma
cg18337287,-2.52,0.626,7.4e-05,31300640_Cardenas-A_allergic_asthma
cg12272104,-1.92,0.452,2.9e-05,31300640_Cardenas-A_allergic_asthma
cg06379435,4.1,0.988,4.4e-05,31300640_Cardenas-A_allergic_asthma
cg02445229,-2.57,0.621,4.7e-05,31300640_Cardenas-A_allergic_asthma
cg08462941,-3.3,0.73,9.3e-06,31300640_Cardenas-A_allergic_asthma
cg12104982,-3.07,0.696,1.5e-05,31300640_Cardenas-A_allergic_asthma
cg01558916,3.05,0.696,1.7e-05,31300640_Cardenas-A_allergic_asthma
cg15417798,2.02,0.461,1.7e-05,31300640_Cardenas-A_allergic_asthma
cg16597993,-2.77,0.586,3.6e-06,31300640_Cardenas-A_allergic_asthma
cg08700306,3.1,0.768,7.1e-05,31300640_Cardenas-A_allergic_asthma
cg02359181,-2.58,0.64,7.1e-05,31300640_Cardenas-A_allergic_asthma
cg03301498,3.22,0.742,2e-05,31300640_Cardenas-A_allergic_asthma
cg18254848,-3.16,0.738,2.6e-05,31300640_Cardenas-A_allergic_asthma
cg18597415,-2.38,0.589,6.9e-05,31300640_Cardenas-A_allergic_asthma
cg07584558,1.24,0.311,8.6e-05,31300640_Cardenas-A_allergic_asthma
cg17521120,-3.18,0.624,6.5e-07,31300640_Cardenas-A_allergic_asthma
cg02427831,-3.11,0.637,1.8e-06,31300640_Cardenas-A_allergic_asthma
cg01613077,-2.93,0.626,4.5e-06,31300640_Cardenas-A_allergic_asthma
cg11988722,-3.82,0.895,2.7e-05,31300640_Cardenas-A_allergic_asthma
cg01649647,-3.2,0.772,4.6e-05,31300640_Cardenas-A_allergic_asthma
cg13792581,-2.44,0.52,4.3e-06,31300640_Cardenas-A_allergic_asthma
cg23889010,4,0.912,1.7e-05,31300640_Cardenas-A_allergic_asthma
cg14609407,4,0.838,2.9e-06,31300640_Cardenas-A_allergic_asthma
cg27585822,3.04,0.679,1.1e-05,31300640_Cardenas-A_allergic_asthma
cg24082440,-1.22,0.291,3.7e-05,31300640_Cardenas-A_allergic_asthma
cg05541460,-3.9,0.88,1.3e-05,31300640_Cardenas-A_allergic_asthma
