CpG,Beta,SE,P,StudyID
cg07884764,0.041,0.01,3.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg02264895,0.075,0.0156,1.5e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg13077784,0.071,0.018,8.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg14933485,-0.058,0.0135,1.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg15152595,0.052,0.0131,7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg13125224,0.059,0.0138,1.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg18334681,0.053,0.0108,8.8e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg01004980,0.063,0.0154,4.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg02908942,0.048,0.0122,9.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg18030453,0.088,0.0215,4.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg10183965,0.1,0.0225,4.4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg18181703,-0.064,0.0139,3.8e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg24296397,0.074,0.0191,9.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg15235922,0.075,0.0188,7.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg09723161,0.089,0.0218,4.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg20872692,-0.069,0.0167,3.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg00566899,0.064,0.0156,3.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg01183244,-0.061,0.0156,8.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg08271909,-0.067,0.016,2.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg17050941,-0.046,0.0114,5.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg03043406,0.047,0.0113,3.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
cg16172240,-0.034,0.0074,4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Fully-adjusted_model
