CpG,Beta,SE,P,StudyID
cg18050634,0.05,0.0096,2.1e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04265672,0.042,0.0105,5.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg03366574,0.036,0.0084,1.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24940370,-0.028,0.0066,2.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg23057009,-0.036,0.0091,8.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg15416179,-0.042,0.0092,5.6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06988336,0.066,0.0154,2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg27384695,0.057,0.0119,2.3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02097604,-0.053,0.0109,1.5e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18708252,-0.053,0.0116,4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21486834,0.065,0.0148,1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01101459,0.053,0.012,1.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06769258,0.054,0.0134,4.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21373806,0.059,0.0136,1.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg16565913,0.048,0.0112,2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01578875,0.048,0.0104,4.4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg05347965,0.057,0.0133,2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01877778,0.047,0.0083,2.1e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg10967866,0.057,0.0131,1.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04583842,0.065,0.0119,4.6e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07675998,0.041,0.0082,6.7e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg19769147,0.072,0.0175,3.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24004483,-0.045,0.011,4.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08399733,0.047,0.0119,6.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg15483436,0.054,0.0128,2.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06800849,0.024,0.006,4.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07979747,0.027,0.0068,7.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21566642,-0.031,0.0063,9.7e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09238801,-0.052,0.0125,2.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18927067,0.066,0.0167,7.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17712928,0.04,0.0096,3.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08362785,0.075,0.0169,8.2e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06187080,0.061,0.0156,8.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04890607,-0.042,0.0106,8.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17096289,-0.015,0.0036,1.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07021906,0.061,0.0133,4.1e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06928838,-0.042,0.0105,8.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02715602,0.028,0.0058,1.9e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg05166473,0.05,0.01,5.7e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09018739,0.086,0.0194,8.5e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07839457,-0.051,0.0066,1.1e-14,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17840178,-0.056,0.0129,1.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24550880,0.084,0.0208,5.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg20761853,0.065,0.0132,8e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13977835,0.066,0.0157,2.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg16370767,0.14,0.0321,1.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg14468090,0.066,0.0165,6.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg19405484,-0.051,0.0114,7.9e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01028142,-0.064,0.0148,1.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg19719391,0.074,0.0152,1.2e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13410764,-0.043,0.0104,2.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18051353,0.035,0.0085,4.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11549874,-0.08,0.0198,5.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24854010,0.067,0.0143,2.9e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08666707,-0.078,0.0175,8.3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg22579075,-0.041,0.0092,6.4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01651915,-0.036,0.0077,3.2e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg03019000,0.086,0.0197,1.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg19859270,-0.051,0.0114,7.9e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04232128,-0.062,0.0152,4.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08549335,-0.039,0.0096,4.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17501210,-0.062,0.0114,4.4e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09202659,-0.098,0.0191,3e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11694510,-0.099,0.0212,3.3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11851804,0.057,0.0138,3.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg14093127,-0.038,0.0085,1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17980786,0.1,0.0189,6e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04819180,0.068,0.0148,3.8e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg19169154,0.099,0.0249,6.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00851028,0.079,0.0171,4.3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26873338,0.075,0.0144,2e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
ch.2.30415474F,-0.043,0.0109,8.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07986378,-0.048,0.012,5.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24174557,-0.053,0.0105,3.7e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01020263,-0.042,0.0082,2.7e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg05673882,-0.05,0.009,3.3e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08820801,-0.063,0.0161,9.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08818207,-0.068,0.0138,7.5e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg03038262,-0.076,0.0148,2.3e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24859433,-0.068,0.0123,3.4e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21232015,0.082,0.0185,8.5e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg19281794,0.046,0.0112,3.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg23892836,-0.058,0.0137,2.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09940677,0.1,0.0216,1.5e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06192883,0.051,0.0123,3.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg15342087,-0.067,0.0128,1.9e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26825848,-0.06,0.0155,9.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18149207,0.09,0.0213,2.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26654286,0.045,0.0111,6.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12076915,-0.047,0.0113,2.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08255481,0.083,0.0169,1e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24996282,0.09,0.0211,2.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02812767,-0.047,0.0115,3.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg22930808,-0.039,0.0094,2.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02233149,-0.068,0.0172,8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11251728,-0.041,0.0098,3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09502149,-0.08,0.0201,6.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12360736,-0.045,0.0115,9.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13991834,-0.047,0.0108,1.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg23416081,-0.056,0.0139,5.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21322248,-0.041,0.0104,7.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18376497,-0.035,0.0087,5.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12459502,0.09,0.0159,1.5e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07660627,0.032,0.0081,9.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02203067,0.1,0.0195,2e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12284769,-0.034,0.0085,5.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13139542,0.05,0.0122,4.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg27612129,0.1,0.019,3.7e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17461214,0.076,0.0164,3.4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09411597,0.068,0.0159,1.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17608381,-0.023,0.0052,1.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13709639,-0.045,0.0114,8.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07992340,-0.035,0.0088,5.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11345976,0.048,0.0116,3.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00359365,-0.052,0.0121,1.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00687674,0.061,0.0116,1.3e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09195271,0.062,0.0137,6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17855595,0.095,0.0234,5.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21494379,-0.044,0.0108,4.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg22212560,0.085,0.0171,7.2e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09620718,0.048,0.0122,9.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21007645,0.091,0.0194,3.1e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21378403,0.048,0.0124,9.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11019014,0.065,0.0155,2.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg27437304,0.067,0.017,8.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02264895,0.075,0.0153,9.4e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11415739,0.076,0.0188,4.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg25059899,0.06,0.0145,3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg03035849,0.062,0.0132,2.7e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg19589396,-0.059,0.0116,3.2e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg23570810,-0.054,0.0093,6.2e-09,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26020069,-0.056,0.0136,3.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00786084,0.093,0.0199,3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08525922,0.063,0.0159,8.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08122652,-0.052,0.0114,4.4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg16983159,-0.056,0.0131,1.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04788999,-0.035,0.0086,3.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg10696062,0.065,0.0131,6.5e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg16654610,0.037,0.0095,8.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12458003,0.058,0.0128,5.6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12608132,0.075,0.0171,1.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04304450,0.064,0.0148,1.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09931909,-0.032,0.0079,4.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11064521,0.11,0.0279,7.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17002328,0.064,0.0149,1.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg20452738,0.077,0.0183,2.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04671742,-0.082,0.0157,2e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04324917,0.075,0.0165,5.3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17803993,-0.046,0.0118,9.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04726013,0.058,0.014,3.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07558761,0.093,0.0169,3.9e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg10934032,0.059,0.0131,7e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02492920,0.065,0.0151,1.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18148156,0.057,0.0141,5.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg14360917,0.071,0.016,1.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg22898082,0.11,0.0244,5e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01127300,-0.071,0.0101,3.3e-12,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg10092518,-0.054,0.013,3.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg15152595,0.061,0.0129,2.4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04011474,-0.08,0.014,1.5e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00959259,-0.038,0.0084,5.6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26643870,0.075,0.0186,6.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26080567,0.053,0.0134,8.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg03306641,-0.038,0.0097,8.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13125224,0.06,0.0136,1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02544257,-0.079,0.0186,2.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01385198,0.1,0.0224,4.6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08822075,-0.045,0.0078,7.7e-09,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01243823,-0.053,0.0093,1.3e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04424621,-0.067,0.0119,2e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01004980,0.078,0.015,1.8e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg03984502,0.07,0.0157,7.6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13119578,-0.056,0.0119,2.6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17781958,0.064,0.0138,3.4e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00598235,-0.081,0.0188,1.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02908942,0.064,0.012,8.2e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09823288,-0.029,0.0072,5.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18826637,-0.035,0.0068,2e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07198150,-0.09,0.02,6.3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg16411857,-0.032,0.0072,1.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06946797,-0.049,0.0099,6.5e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12075928,-0.043,0.0101,1.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00741986,-0.066,0.0164,6.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
