CpG,Beta,SE,P,StudyID
cg01620569,0.01133,0.0015,9.86e-14,23334450_rheumatoid_arthritis
cg01714921,0.01466,0.0022,1.25e-11,23334450_rheumatoid_arthritis
cg01715562,0.00825,0.0013,5.03e-10,23334450_rheumatoid_arthritis
cg01719095,0.00537,0.001,7.1e-08,23334450_rheumatoid_arthritis
cg01723892,-0.01599,0.0028,1.38e-08,23334450_rheumatoid_arthritis
cg01782826,0.01307,0.0021,2.6e-10,23334450_rheumatoid_arthritis
cg01801174,0.01014,0.0013,1e-14,23334450_rheumatoid_arthritis
cg01877196,0.00651,0.0012,6.76e-08,23334450_rheumatoid_arthritis
cg01928910,0.00901,0.0013,7.33e-12,23334450_rheumatoid_arthritis
cg01940181,-0.01017,0.0018,1.09e-08,23334450_rheumatoid_arthritis
cg01941586,-0.01622,0.003,5e-08,23334450_rheumatoid_arthritis
cg02031423,0.01191,0.0023,1.49e-07,23334450_rheumatoid_arthritis
cg02052265,0.01543,0.0026,2.87e-09,23334450_rheumatoid_arthritis
cg02069772,-0.0155,0.0029,9.25e-08,23334450_rheumatoid_arthritis
cg02077669,-0.02435,0.004,1.16e-09,23334450_rheumatoid_arthritis
cg02077977,0.00847,0.0013,1.54e-10,23334450_rheumatoid_arthritis
cg02088366,0.01897,0.0024,4.13e-15,23334450_rheumatoid_arthritis
cg02100343,0.00736,0.0012,2.59e-09,23334450_rheumatoid_arthritis
cg02106385,-0.01716,0.0028,4.83e-10,23334450_rheumatoid_arthritis
cg02150709,0.00994,0.0013,1.52e-14,23334450_rheumatoid_arthritis
cg02274788,0.01502,0.002,1.57e-14,23334450_rheumatoid_arthritis
cg02279153,-0.01241,0.0021,2.29e-09,23334450_rheumatoid_arthritis
cg02280859,0.01721,0.0032,7.05e-08,23334450_rheumatoid_arthritis
cg02289200,0.01011,0.0016,1.85e-10,23334450_rheumatoid_arthritis
cg02291620,-0.01688,0.003,1.51e-08,23334450_rheumatoid_arthritis
cg02314308,0.00929,0.0015,3.91e-10,23334450_rheumatoid_arthritis
cg02394186,0.00755,0.0014,3.67e-08,23334450_rheumatoid_arthritis
cg02421543,0.0112,0.0018,1.26e-09,23334450_rheumatoid_arthritis
cg02487061,-0.01614,0.0028,1.21e-08,23334450_rheumatoid_arthritis
cg02570527,0.012,0.0015,4.39e-15,23334450_rheumatoid_arthritis
cg02589695,0.00735,0.0013,5.7e-09,23334450_rheumatoid_arthritis
cg02621905,-0.01654,0.0021,9.98e-15,23334450_rheumatoid_arthritis
cg02632792,0.013,0.0016,3.15e-16,23334450_rheumatoid_arthritis
cg02665570,0.00498,9e-04,8.59e-08,23334450_rheumatoid_arthritis
cg02673636,0.0167,0.0021,1.54e-15,23334450_rheumatoid_arthritis
cg02697423,0.01188,0.0015,4.4e-16,23334450_rheumatoid_arthritis
cg02720091,-0.01085,0.002,4.28e-08,23334450_rheumatoid_arthritis
cg02743632,-0.01424,0.0025,2.19e-08,23334450_rheumatoid_arthritis
cg02769668,-0.02213,0.0037,1.66e-09,23334450_rheumatoid_arthritis
cg02795546,-0.02421,0.0043,1.97e-08,23334450_rheumatoid_arthritis
cg02814691,-0.01849,0.0024,3.3e-14,23334450_rheumatoid_arthritis
cg02856716,0.00787,0.0014,1.77e-08,23334450_rheumatoid_arthritis
cg02889647,-0.0315,0.0053,3.88e-09,23334450_rheumatoid_arthritis
cg02927252,0.02097,0.003,4.46e-12,23334450_rheumatoid_arthritis
cg02992645,-0.01667,0.0023,9.67e-13,23334450_rheumatoid_arthritis
cg03017824,0.03896,0.0051,2.41e-14,23334450_rheumatoid_arthritis
cg03052835,0.00875,0.0011,2.24e-14,23334450_rheumatoid_arthritis
cg03057621,0.01534,0.002,1.99e-14,23334450_rheumatoid_arthritis
cg03114253,-0.01928,0.003,9.84e-11,23334450_rheumatoid_arthritis
cg03142856,-0.00394,7e-04,9.6e-09,23334450_rheumatoid_arthritis
cg03221247,0.00631,0.0012,4.15e-08,23334450_rheumatoid_arthritis
cg03256729,-0.0179,0.003,4.2e-09,23334450_rheumatoid_arthritis
cg03257923,0.00884,0.0016,2.1e-08,23334450_rheumatoid_arthritis
cg03320492,0.03289,0.0057,9.2e-09,23334450_rheumatoid_arthritis
cg03328526,0.01475,0.0024,6.78e-10,23334450_rheumatoid_arthritis
cg03337430,-0.01302,0.0018,1.78e-13,23334450_rheumatoid_arthritis
cg03343063,0.01071,0.0019,3.63e-08,23334450_rheumatoid_arthritis
cg03380518,-0.00851,0.0016,4.74e-08,23334450_rheumatoid_arthritis
cg03383695,-0.01354,0.0023,6.31e-09,23334450_rheumatoid_arthritis
cg03388085,0.0087,0.0011,3.01e-14,23334450_rheumatoid_arthritis
cg03420013,-0.01288,0.0024,5.98e-08,23334450_rheumatoid_arthritis
cg03430800,0.01627,0.0021,6.94e-15,23334450_rheumatoid_arthritis
cg03521775,0.00846,0.0011,1.01e-14,23334450_rheumatoid_arthritis
cg03586437,0.00841,0.0013,6.32e-11,23334450_rheumatoid_arthritis
cg03612201,-0.01812,0.0031,3.8e-09,23334450_rheumatoid_arthritis
cg03664992,-0.01347,0.0023,4.06e-09,23334450_rheumatoid_arthritis
cg03705947,-0.02018,0.0029,2.93e-12,23334450_rheumatoid_arthritis
cg03724759,0.0086,0.0014,3.01e-10,23334450_rheumatoid_arthritis
cg03729042,-0.02365,0.0042,1.89e-08,23334450_rheumatoid_arthritis
cg03732263,0.01372,0.002,9.14e-12,23334450_rheumatoid_arthritis
cg03744522,0.01639,0.002,7.05e-16,23334450_rheumatoid_arthritis
cg03747028,0.01334,0.002,1.23e-11,23334450_rheumatoid_arthritis
cg03750111,0.01067,0.0018,4.9e-09,23334450_rheumatoid_arthritis
cg03750587,0.01845,0.0022,1.65e-16,23334450_rheumatoid_arthritis
cg03753785,-0.01935,0.0032,1.71e-09,23334450_rheumatoid_arthritis
cg03850057,0.01567,0.0029,1.04e-07,23334450_rheumatoid_arthritis
cg03946186,0.01503,0.0027,2.61e-08,23334450_rheumatoid_arthritis
cg03950655,-0.01369,0.0024,6.23e-09,23334450_rheumatoid_arthritis
cg03962411,0.01529,0.0021,3.72e-13,23334450_rheumatoid_arthritis
cg03987605,-0.01518,0.002,6.23e-14,23334450_rheumatoid_arthritis
cg04023434,-0.0123,0.002,1.83e-09,23334450_rheumatoid_arthritis
cg04093225,0.01572,0.0019,2.05e-17,23334450_rheumatoid_arthritis
cg04114368,0.00623,0.0011,3.85e-08,23334450_rheumatoid_arthritis
cg04135242,-0.01269,0.0023,3.51e-08,23334450_rheumatoid_arthritis
cg04162566,0.02012,0.0026,1.07e-14,23334450_rheumatoid_arthritis
cg04238348,0.02629,0.0042,4.85e-10,23334450_rheumatoid_arthritis
cg04250873,-0.01489,0.0026,1.02e-08,23334450_rheumatoid_arthritis
cg04272632,0.01253,0.0021,1.85e-09,23334450_rheumatoid_arthritis
cg04287259,0.01921,0.0031,5.26e-10,23334450_rheumatoid_arthritis
cg04310180,-0.03637,0.0058,2.8e-10,23334450_rheumatoid_arthritis
cg04315086,-0.0149,0.0025,3.24e-09,23334450_rheumatoid_arthritis
cg04345541,-0.011,0.0021,1.61e-07,23334450_rheumatoid_arthritis
cg04349311,0.0073,0.0013,1.25e-08,23334450_rheumatoid_arthritis
cg04351049,0.00781,0.001,1.06e-14,23334450_rheumatoid_arthritis
cg04393897,0.00686,0.0013,1.07e-07,23334450_rheumatoid_arthritis
cg04430911,-0.0092,0.0015,2.01e-09,23334450_rheumatoid_arthritis
cg04506114,-0.02082,0.0032,1.38e-10,23334450_rheumatoid_arthritis
cg04509266,0.0083,0.0016,1.01e-07,23334450_rheumatoid_arthritis
cg04539573,0.00989,0.0017,1.34e-08,23334450_rheumatoid_arthritis
cg04552470,0.013,0.002,9.48e-11,23334450_rheumatoid_arthritis
cg04559485,-0.0153,0.0019,1.51e-15,23334450_rheumatoid_arthritis
cg04631202,0.01106,0.0019,1.08e-08,23334450_rheumatoid_arthritis
cg04715245,0.01435,0.0018,3.62e-16,23334450_rheumatoid_arthritis
cg04719420,0.01319,0.0021,2.27e-10,23334450_rheumatoid_arthritis
cg04790761,0.00773,0.0012,1.36e-10,23334450_rheumatoid_arthritis
cg04837461,0.00467,7e-04,2.41e-10,23334450_rheumatoid_arthritis
cg04845871,0.0131,0.0021,4.94e-10,23334450_rheumatoid_arthritis
cg04846710,0.01521,0.0023,7.9e-11,23334450_rheumatoid_arthritis
cg04880751,0.03195,0.0046,2.55e-12,23334450_rheumatoid_arthritis
cg04892443,-0.03523,0.0066,9.05e-08,23334450_rheumatoid_arthritis
cg04902405,-0.01904,0.0034,2.24e-08,23334450_rheumatoid_arthritis
cg04917688,0.01332,0.0025,8.34e-08,23334450_rheumatoid_arthritis
cg04921814,0.02093,0.004,1.2e-07,23334450_rheumatoid_arthritis
cg04930693,-0.02271,0.004,1.25e-08,23334450_rheumatoid_arthritis
cg04935522,-0.01015,0.0018,9.28e-09,23334450_rheumatoid_arthritis
cg04976319,0.00822,0.0015,3.05e-08,23334450_rheumatoid_arthritis
cg04993605,0.01961,0.0031,4.13e-10,23334450_rheumatoid_arthritis
cg05023691,-0.03257,0.006,4.78e-08,23334450_rheumatoid_arthritis
cg05043339,-0.02194,0.0042,1.5e-07,23334450_rheumatoid_arthritis
cg05053688,-0.00881,0.0016,2.66e-08,23334450_rheumatoid_arthritis
cg05140069,0.00897,0.0014,3.21e-10,23334450_rheumatoid_arthritis
cg05160563,0.01885,0.0034,4.41e-08,23334450_rheumatoid_arthritis
cg05210886,0.01635,0.0024,4.9e-12,23334450_rheumatoid_arthritis
cg05304531,0.02621,0.0034,1.81e-14,23334450_rheumatoid_arthritis
cg05307957,0.01138,0.0015,1.96e-13,23334450_rheumatoid_arthritis
cg05321960,0.00823,0.0014,9.82e-09,23334450_rheumatoid_arthritis
cg05344966,0.0231,0.0033,2.86e-12,23334450_rheumatoid_arthritis
cg05346878,0.01069,0.0017,5.56e-10,23334450_rheumatoid_arthritis
cg05380570,0.00996,0.0019,1.51e-07,23334450_rheumatoid_arthritis
cg05382305,0.0107,0.0015,2.11e-12,23334450_rheumatoid_arthritis
cg05598969,0.01278,0.0015,1.61e-17,23334450_rheumatoid_arthritis
cg05642308,0.01392,0.0018,5.28e-15,23334450_rheumatoid_arthritis
cg05660611,0.00867,0.0013,8.8e-12,23334450_rheumatoid_arthritis
cg05695876,-0.01182,0.0018,1.11e-10,23334450_rheumatoid_arthritis
cg05750598,-0.01149,0.0019,2.31e-09,23334450_rheumatoid_arthritis
cg05752207,-0.01174,0.0019,1.36e-09,23334450_rheumatoid_arthritis
cg05755010,0.00592,9e-04,5.86e-12,23334450_rheumatoid_arthritis
cg05767489,0.01365,0.0024,7.24e-09,23334450_rheumatoid_arthritis
cg05768362,0.01083,0.0019,6.22e-09,23334450_rheumatoid_arthritis
cg05774892,-0.01283,0.0022,7.12e-09,23334450_rheumatoid_arthritis
cg05786840,0.01999,0.0037,8.64e-08,23334450_rheumatoid_arthritis
cg05822335,-0.01911,0.0033,7.53e-09,23334450_rheumatoid_arthritis
cg05887270,0.02904,0.0048,1.11e-09,23334450_rheumatoid_arthritis
cg05922384,-0.01281,0.0023,1.91e-08,23334450_rheumatoid_arthritis
cg05930166,0.01478,0.0022,6.95e-12,23334450_rheumatoid_arthritis
cg05931345,0.00854,0.0011,1.4e-15,23334450_rheumatoid_arthritis
cg05949203,-0.01694,0.0027,3.09e-10,23334450_rheumatoid_arthritis
cg05964000,-0.0367,0.0066,2.11e-08,23334450_rheumatoid_arthritis
cg06083001,-0.02589,0.0049,1.15e-07,23334450_rheumatoid_arthritis
cg06091566,0.01933,0.0029,3.19e-11,23334450_rheumatoid_arthritis
cg06203471,0.00886,0.0011,1.59e-15,23334450_rheumatoid_arthritis
cg06204665,-0.0208,0.0036,6.26e-09,23334450_rheumatoid_arthritis
cg06272678,0.00602,7e-04,5.32e-16,23334450_rheumatoid_arthritis
cg06298740,-0.01188,0.0021,3.07e-08,23334450_rheumatoid_arthritis
cg06314646,0.01373,0.0022,3.65e-10,23334450_rheumatoid_arthritis
cg06358792,-0.01432,0.0025,1.42e-08,23334450_rheumatoid_arthritis
cg06366009,0.01278,0.0018,1.61e-12,23334450_rheumatoid_arthritis
cg06366189,0.00937,0.0014,3.55e-11,23334450_rheumatoid_arthritis
cg06368558,0.01104,0.002,1.89e-08,23334450_rheumatoid_arthritis
cg06375148,0.01717,0.0022,1.85e-15,23334450_rheumatoid_arthritis
cg06377993,-0.02728,0.0052,1.19e-07,23334450_rheumatoid_arthritis
cg06419219,0.02921,0.0037,3.08e-15,23334450_rheumatoid_arthritis
cg06533700,-0.01667,0.0029,6.12e-09,23334450_rheumatoid_arthritis
cg06536874,-0.0288,0.0054,1.09e-07,23334450_rheumatoid_arthritis
cg06541188,0.01177,0.0015,5.41e-16,23334450_rheumatoid_arthritis
cg06615380,0.00544,8e-04,3.29e-11,23334450_rheumatoid_arthritis
cg06621784,0.00655,0.0012,5.97e-08,23334450_rheumatoid_arthritis
cg06637812,0.01597,0.0021,5.67e-14,23334450_rheumatoid_arthritis
cg06698332,-0.0281,0.0051,3.9e-08,23334450_rheumatoid_arthritis
cg06723829,-0.0116,0.002,4.28e-09,23334450_rheumatoid_arthritis
cg06745235,-0.00922,0.0018,1.44e-07,23334450_rheumatoid_arthritis
cg06754224,0.01181,0.002,8.26e-09,23334450_rheumatoid_arthritis
cg06790019,0.02126,0.0036,5.16e-09,23334450_rheumatoid_arthritis
cg06792598,0.00857,0.0015,6.78e-09,23334450_rheumatoid_arthritis
cg06794398,0.015,0.002,2.09e-13,23334450_rheumatoid_arthritis
cg06807086,-0.01611,0.0021,9.1e-15,23334450_rheumatoid_arthritis
cg06835628,0.00853,0.0014,3.02e-09,23334450_rheumatoid_arthritis
cg06853505,0.01237,0.0015,5.52e-16,23334450_rheumatoid_arthritis
cg06890502,0.0073,0.0013,3.11e-08,23334450_rheumatoid_arthritis
cg06890909,0.01665,0.0019,1.17e-17,23334450_rheumatoid_arthritis
cg06897860,0.00855,0.0016,1.61e-07,23334450_rheumatoid_arthritis
cg06909503,-0.01732,0.0025,2.82e-12,23334450_rheumatoid_arthritis
cg06941093,-0.013,0.002,6.87e-11,23334450_rheumatoid_arthritis
cg06975914,-0.01625,0.0031,1.04e-07,23334450_rheumatoid_arthritis
cg06986263,0.02186,0.0029,3.6e-14,23334450_rheumatoid_arthritis
cg07007550,0.01152,0.002,1.85e-08,23334450_rheumatoid_arthritis
cg07009521,0.01921,0.0028,3.88e-12,23334450_rheumatoid_arthritis
cg07010486,0.01289,0.0023,3e-08,23334450_rheumatoid_arthritis
cg07014742,0.01214,0.0016,1.43e-14,23334450_rheumatoid_arthritis
cg07018577,-0.02511,0.0044,1.44e-08,23334450_rheumatoid_arthritis
cg07146103,0.02096,0.0026,4.97e-16,23334450_rheumatoid_arthritis
cg07148880,0.00653,9e-04,1.44e-13,23334450_rheumatoid_arthritis
cg07168232,-0.01725,0.0029,3.57e-09,23334450_rheumatoid_arthritis
cg07212035,0.00827,0.0013,1.21e-10,23334450_rheumatoid_arthritis
cg07216884,0.02853,0.0054,1.61e-07,23334450_rheumatoid_arthritis
cg07240000,0.01232,0.0019,7.81e-11,23334450_rheumatoid_arthritis
cg07240877,0.02344,0.0043,7.02e-08,23334450_rheumatoid_arthritis
cg07245641,0.01179,0.0015,3.41e-15,23334450_rheumatoid_arthritis
cg07313373,0.0126,0.0017,4.86e-14,23334450_rheumatoid_arthritis
cg07362328,0.01453,0.0027,4.38e-08,23334450_rheumatoid_arthritis
cg07376086,0.01044,0.0016,2.06e-11,23334450_rheumatoid_arthritis
cg07498874,0.00566,0.001,5.33e-08,23334450_rheumatoid_arthritis
cg07549162,0.01627,0.002,3.95e-16,23334450_rheumatoid_arthritis
cg07569020,-0.02408,0.0044,4.65e-08,23334450_rheumatoid_arthritis
cg07575344,0.0343,0.0042,2.64e-16,23334450_rheumatoid_arthritis
cg07789552,0.00817,0.0015,1.06e-07,23334450_rheumatoid_arthritis
cg07798595,0.01366,0.0022,4.94e-10,23334450_rheumatoid_arthritis
cg07844563,-0.01452,0.0028,1.33e-07,23334450_rheumatoid_arthritis
cg07920414,-0.02288,0.0043,1.28e-07,23334450_rheumatoid_arthritis
cg07960369,-0.03165,0.0054,3.42e-09,23334450_rheumatoid_arthritis
cg07970007,-0.02271,0.0039,7.52e-09,23334450_rheumatoid_arthritis
cg08005692,0.02436,0.0042,4.44e-09,23334450_rheumatoid_arthritis
cg08008065,0.02832,0.0048,2.96e-09,23334450_rheumatoid_arthritis
cg08008299,0.00978,0.0018,6.21e-08,23334450_rheumatoid_arthritis
cg08038078,0.03129,0.004,8.84e-15,23334450_rheumatoid_arthritis
cg08117436,0.03032,0.0037,2.08e-16,23334450_rheumatoid_arthritis
cg08122338,0.00845,0.0012,4.29e-12,23334450_rheumatoid_arthritis
cg08138435,0.01209,0.0016,1.52e-14,23334450_rheumatoid_arthritis
cg08139234,0.01509,0.0021,4.46e-13,23334450_rheumatoid_arthritis
cg08166982,0.00605,0.0011,3.82e-08,23334450_rheumatoid_arthritis
cg08169409,0.00777,0.0014,1.76e-08,23334450_rheumatoid_arthritis
cg08233218,-0.00829,0.0015,4.6e-08,23334450_rheumatoid_arthritis
cg08266106,-0.02348,0.0041,9.24e-09,23334450_rheumatoid_arthritis
cg08269986,0.02356,0.0029,1.65e-16,23334450_rheumatoid_arthritis
cg08358671,0.0175,0.0032,3.1e-08,23334450_rheumatoid_arthritis
cg08425065,0.00628,0.0012,7.17e-08,23334450_rheumatoid_arthritis
cg08465120,0.03719,0.0057,6.04e-11,23334450_rheumatoid_arthritis
cg08472459,0.01504,0.0021,5.4e-13,23334450_rheumatoid_arthritis
cg08473553,0.00752,0.0013,1.16e-08,23334450_rheumatoid_arthritis
cg08477740,0.00804,0.001,2.32e-15,23334450_rheumatoid_arthritis
cg08479976,0.00365,7e-04,4.82e-08,23334450_rheumatoid_arthritis
cg08538976,0.009,0.0015,4.74e-09,23334450_rheumatoid_arthritis
cg08540602,0.01433,0.0017,2.75e-17,23334450_rheumatoid_arthritis
cg08587480,0.00966,0.0012,5.93e-15,23334450_rheumatoid_arthritis
cg08610862,0.01828,0.0032,1.31e-08,23334450_rheumatoid_arthritis
cg08653021,-0.00929,0.0016,7.06e-09,23334450_rheumatoid_arthritis
cg08713695,-0.01563,0.0027,5.14e-09,23334450_rheumatoid_arthritis
cg08908355,0.01387,0.0018,2.64e-14,23334450_rheumatoid_arthritis
cg08935841,-0.01525,0.0026,2.97e-09,23334450_rheumatoid_arthritis
cg08940075,-0.01682,0.0031,5.42e-08,23334450_rheumatoid_arthritis
cg08945467,0.02236,0.0026,2.47e-18,23334450_rheumatoid_arthritis
cg09016639,0.00838,0.0012,4.2e-13,23334450_rheumatoid_arthritis
cg09062708,-0.00964,0.0018,4.04e-08,23334450_rheumatoid_arthritis
cg09071280,-0.01193,0.0022,3.67e-08,23334450_rheumatoid_arthritis
cg09116658,0.02242,0.0034,4.13e-11,23334450_rheumatoid_arthritis
cg09123961,-0.01823,0.0023,3.74e-15,23334450_rheumatoid_arthritis
cg09154794,-0.03245,0.0047,4.07e-12,23334450_rheumatoid_arthritis
cg09182986,0.00905,0.0013,4.74e-12,23334450_rheumatoid_arthritis
cg09188595,-0.0212,0.004,9.56e-08,23334450_rheumatoid_arthritis
cg09222749,0.01296,0.0025,1.23e-07,23334450_rheumatoid_arthritis
cg09252377,-0.00847,0.0015,1.12e-08,23334450_rheumatoid_arthritis
cg09254855,-0.01979,0.003,7.05e-11,23334450_rheumatoid_arthritis
cg09256082,-0.03901,0.0066,3.72e-09,23334450_rheumatoid_arthritis
cg09311052,-0.01905,0.0027,2.91e-12,23334450_rheumatoid_arthritis
cg09319202,0.00769,0.001,5.89e-15,23334450_rheumatoid_arthritis
cg09357795,-0.01056,0.002,1.04e-07,23334450_rheumatoid_arthritis
cg09417503,-0.03344,0.0049,8.12e-12,23334450_rheumatoid_arthritis
cg09472004,0.00823,0.0014,5.01e-09,23334450_rheumatoid_arthritis
cg09506761,-0.02601,0.0035,5.02e-14,23334450_rheumatoid_arthritis
cg09513672,0.01421,0.0018,1.53e-14,23334450_rheumatoid_arthritis
cg09518518,-0.01102,0.0017,1.98e-10,23334450_rheumatoid_arthritis
cg09551072,-0.00995,0.0019,8.34e-08,23334450_rheumatoid_arthritis
cg09580965,0.01569,0.002,6.7e-15,23334450_rheumatoid_arthritis
cg09664054,-0.01237,0.0024,1.43e-07,23334450_rheumatoid_arthritis
cg09754868,0.00814,0.0013,8.37e-11,23334450_rheumatoid_arthritis
cg09761863,0.01719,0.0029,1.89e-09,23334450_rheumatoid_arthritis
cg09763644,0.02151,0.0032,2.44e-11,23334450_rheumatoid_arthritis
cg09766323,0.01053,0.0018,2.47e-09,23334450_rheumatoid_arthritis
cg09792343,-0.02502,0.0044,1.21e-08,23334450_rheumatoid_arthritis
cg09799690,0.00754,0.001,3.34e-14,23334450_rheumatoid_arthritis
cg09806485,-0.01077,0.0018,4.16e-09,23334450_rheumatoid_arthritis
cg09822001,0.01245,0.0016,1.12e-14,23334450_rheumatoid_arthritis
cg09822923,-0.01314,0.0024,8.07e-08,23334450_rheumatoid_arthritis
cg09844687,-0.01116,0.0019,8.59e-09,23334450_rheumatoid_arthritis
cg09869791,0.01639,0.002,9.58e-17,23334450_rheumatoid_arthritis
cg09875087,0.01393,0.0026,1.16e-07,23334450_rheumatoid_arthritis
cg10020892,0.01599,0.0028,1.97e-08,23334450_rheumatoid_arthritis
cg10020897,0.00762,0.0013,6.65e-09,23334450_rheumatoid_arthritis
cg10050900,0.00724,0.0011,2.1e-10,23334450_rheumatoid_arthritis
cg10061342,0.02604,0.004,9.64e-11,23334450_rheumatoid_arthritis
cg10117795,0.01333,0.002,9.95e-12,23334450_rheumatoid_arthritis
cg10172253,-0.02555,0.0047,4.92e-08,23334450_rheumatoid_arthritis
cg10180406,0.0189,0.0036,1.14e-07,23334450_rheumatoid_arthritis
cg10201191,0.0182,0.0025,1.74e-13,23334450_rheumatoid_arthritis
cg10208303,-0.03636,0.0062,4.83e-09,23334450_rheumatoid_arthritis
cg10210510,-0.01885,0.0034,4.04e-08,23334450_rheumatoid_arthritis
cg10240356,-0.01299,0.0023,2.78e-08,23334450_rheumatoid_arthritis
cg10241183,-0.01938,0.0036,1.04e-07,23334450_rheumatoid_arthritis
cg10244364,0.02388,0.0038,4.86e-10,23334450_rheumatoid_arthritis
cg10317026,0.0109,0.0016,3.87e-12,23334450_rheumatoid_arthritis
cg10321208,0.02293,0.0029,4.89e-15,23334450_rheumatoid_arthritis
cg10325497,0.01641,0.0026,3.64e-10,23334450_rheumatoid_arthritis
cg10375409,0.01744,0.0028,3.25e-10,23334450_rheumatoid_arthritis
cg10400390,0.01116,0.0021,1.03e-07,23334450_rheumatoid_arthritis
cg10482024,0.00612,0.0012,1.62e-07,23334450_rheumatoid_arthritis
cg10483475,0.06968,0.007,1.76e-23,23334450_rheumatoid_arthritis
cg10495572,0.00829,0.0015,5.55e-08,23334450_rheumatoid_arthritis
cg10497692,0.00795,0.001,1.62e-14,23334450_rheumatoid_arthritis
cg10505247,0.0173,0.0024,8.19e-13,23334450_rheumatoid_arthritis
cg10511249,0.00557,9e-04,1.58e-10,23334450_rheumatoid_arthritis
cg10521267,0.01397,0.0018,3.11e-14,23334450_rheumatoid_arthritis
cg10544564,0.0142,0.0019,1.42e-13,23334450_rheumatoid_arthritis
cg10558228,0.03413,0.0039,4.89e-18,23334450_rheumatoid_arthritis
cg10585733,0.01304,0.0023,9.32e-09,23334450_rheumatoid_arthritis
