CD8T	CD4T	NK	Bcell	Mono	Neu
cg00941595	0.491230784369495	0.792754231021334	0.0807706128183756	0.066449354056491	0.0626010949771738	0.100174226926214
cg11991412	0.594697343435112	0.106040786251998	0.171113985699264	0.0723594092041986	0.0248706626585095	0.0235237228000469
cg15985709	0.395614178651071	0.82281145556376	0.807376139142137	0.945348859881858	0.927409326486271	0.597954917733142
cg00989306	0.919085578724403	0.927051092598888	0.941337430334795	0.929312088668283	0.0734567231959041	0.930484219692652
cg21274670	0.686665684172682	0.220581879162718	0.798607746566745	0.757312401167963	0.882286375141822	0.818839152316332
cg13315450	0.0636950832035424	0.0661271322982695	0.507250192146727	0.0614581193699632	0.0755816902542758	0.0579238277970587
cg26986871	0.0291218486970617	0.589276673712269	0.0351789242293823	0.0975394942561368	0.0303552709700152	0.0306621967764321
cg17851021	0.489750786622499	0.912248965717519	0.902264545120448	0.916103613933925	0.927266853643736	0.89885947125508
cg22512531	0.0628758363015348	0.532176217378401	0.45161272403913	0.944952036342868	0.948484497229884	0.937618062261817
cg23078220	0.478556251725546	0.763261243544939	0.0663084894885868	0.0382491361854719	0.0382043651067521	0.0617642383919969
cg10407106	0.339266520637785	0.772632072279644	0.887684306384416	0.901719970796648	0.912069637370813	0.907971796581695
cg23691894	0.92293527501155	0.58459274007517	0.951824461054329	0.94029297766558	0.957679837533652	0.932297866261574
cg10508535	0.722560456422434	0.233909856253051	0.884058522387443	0.580021851457097	0.877498155301047	0.873283716882777
cg12274883	0.920618018382744	0.930382605838578	0.931730182067663	0.879387720517997	0.16327412272333	0.907436794861292
cg11322877	0.696502384474124	0.508047467800818	0.0720036430001968	0.12067562302885	0.0331983863251999	0.0342630275369015
cg25376491	0.942670143925072	0.932942429149835	0.928195672401418	0.938559404885404	0.107614906385211	0.738724692354354
cg04162316	0.87625535295928	0.41606441204328	0.95828376516927	0.972216793652618	0.972173773271219	0.958169255327013
cg09257735	0.279030223890339	0.665041358382359	0.122098874615461	0.162171641529446	0.079929476949772	0.0974728804561115
cg15627281	0.231975475199588	0.528637208615018	0.0599508663097934	0.243817445175004	0.0968036206463973	0.158250628977929
cg26313925	0.882676114204695	0.846017448502977	0.891219931760675	0.802777636932097	0.0494467427120963	0.827759608804589
cg20374292	0.949435651944907	0.94514180661284	0.948444401347003	0.947442203426629	0.0697733009021864	0.936765035484527
cg01879195	0.265667135035096	0.265284618869139	0.618184746347698	0.150572784592861	0.0413666325311599	0.047628273936456
cg02324835	0.0728974626666295	0.354748875465691	0.801555946180851	0.919539376118025	0.922628757544217	0.91614710966361
cg24048497	0.414928773183053	0.756651341734461	0.0559620036083042	0.0419931982694542	0.0514359872091329	0.0276897424723293
cg05333648	0.21836363577882	0.698816142804825	0.240861470974308	0.26317766624376	0.298065874827676	0.36548685522053
cg05065075	0.953250457736049	0.946868359392644	0.947595844399968	0.95641203243331	0.163472805405195	0.894964784989438
cg10801165	0.729284737588088	0.470967440108022	0.415522923812637	0.457004564151617	0.275405422531732	0.292797493335594
cg17139858	0.854803595021557	0.866786066902574	0.278295417485825	0.837141530688545	0.83271865052736	0.776594701693278
cg06766639	0.157666961107971	0.429002057213541	0.600938139813521	0.821021866981215	0.860007039281114	0.843540152195908
cg23700338	0.936294711856886	0.946313311979586	0.936055330855882	0.938211344195578	0.922034143008601	0.0610614130438478
cg20096463	0.937802354326616	0.937372736095473	0.369474111524374	0.937102022474433	0.935914889287549	0.926692233554076
cg21796654	0.250382464734451	0.0805645103829473	0.566648432451582	0.101617459005589	0.0348137236483199	0.0251398014260915
cg25862038	0.850663103988559	0.846413931882263	0.840916603465158	0.918852877774908	0.0978188058552346	0.869856794900235
cg18225225	0.874308959089381	0.88373592371012	0.902571067306883	0.86287849095231	0.043187410700739	0.730416367124929
cg08704621	0.924297342578235	0.921810048874957	0.272286424689313	0.892450075011418	0.934133776242729	0.923745503379032
cg07898974	0.62228578083954	0.177743407479048	0.627911849609253	0.741938396026088	0.719007439400438	0.607219018919364
cg08965078	0.914622959553611	0.896482793754006	0.884230097905604	0.901578979327188	0.0899029424286038	0.868698226465488
cg00298230	0.33829724899117	0.25862680262795	0.0771298346192362	0.394507113037233	0.920835126638581	0.640882143211462
cg03956353	0.886059973632704	0.868821690866774	0.3811669183784	0.908625764893395	0.89169920159695	0.89950805482923
cg05298628	0.236707691840404	0.563470730748382	0.04642879898833	0.292525294161899	0.0705367045527693	0.0651413509381166
cg14475875	0.340197127061162	0.596932243484875	0.136083968096334	0.182658947233339	0.0309761614616009	0.0343718161256932
cg15827606	0.890782883112336	0.861323447071054	0.905099457500553	0.0380725459676859	0.906340474276236	0.908795464969196
cg21793795	0.726922321774792	0.760512916204044	0.884036533425003	0.80206877096484	0.0771689459435348	0.825836405423795
cg13357602	0.64641445333895	0.366357518783159	0.324145795985301	0.028956382786167	0.0282013026106198	0.0716265431775274
cg22451300	0.862330130507582	0.850639104991197	0.88165220727909	0.850012216835252	0.823847699780116	0.0714878258692817
cg19349476	0.921029399763755	0.918201747600175	0.426718812289412	0.923068173547236	0.927058476191684	0.920210372060824
cg11245017	0.594244225276313	0.338185168483979	0.81306620857384	0.792403723898102	0.725267451642826	0.722287980340544
cg26061447	0.88752299681749	0.861263075572	0.89456020787388	0.872602733740345	0.8513890341209	0.0530874970662213
cg24365417	0.910629211408665	0.905113745978998	0.865501180737965	0.913134572978622	0.0722114639637487	0.772291148441473
cg25605773	0.915721199610567	0.906320204195981	0.896637758723958	0.916958241933666	0.116033955743522	0.91322253830748
cg04841041	0.424372680888978	0.643747000900251	0.880957274021518	0.882892230990857	0.839506500141033	0.856529687039294
cg04658357	0.424022216637815	0.697494334507604	0.901772055110587	0.897142171888925	0.914598356267573	0.922087444307782
cg16610524	0.946812660129721	0.938711363817297	0.928115676981581	0.836859847453045	0.0759927135005076	0.776598789735028
cg26070725	0.722154715029415	0.488699145512121	0.875383291310381	0.899133689204747	0.920448012726247	0.896761590835405
cg01319874	0.704595057313764	0.740384742360932	0.771118322567547	0.746607322881698	0.0431280685586448	0.700704564682951
cg08156015	0.914269717821508	0.921314750906165	0.933967059247482	0.0472085310382407	0.948959511212969	0.93678020415117
cg07232049	0.940266977280058	0.906178028597257	0.921436105134822	0.0451208927777663	0.950547739859474	0.94495841617632
cg10624395	0.940139529319016	0.920712640023593	0.942065574530091	0.926080954780962	0.122149514411071	0.936804169700758
cg00960440	0.28114880299287	0.53814429965138	0.0331783025943776	0.114677751018628	0.0299570229612028	0.0280528705857209
cg02647842	0.933323235433434	0.927388966883286	0.923047036407351	0.909327697875587	0.0940199075722361	0.875907407224794
cg12800932	0.0584108616415451	0.121104195508175	0.0386755491978395	0.858235182768593	0.0438557619048378	0.348108564398848
cg23428192	0.902814323563727	0.901761966497834	0.43464367282091	0.919533745964728	0.921071768391075	0.8920961395476
cg04976477	0.602050579065382	0.846281473912148	0.902174904169564	0.955315896371425	0.949594896665214	0.889696448500778
cg25683989	0.948892016921189	0.942811485363954	0.92955819689339	0.0423198239680529	0.94371137272051	0.934776281072172
cg17032689	0.455778605348751	0.254116983103786	0.337959765815041	0.485392489799072	0.78890603101896	0.638573877546001
cg25738171	0.80504112025674	0.81252693627194	0.860414047023853	0.713082388220928	0.0535454035276858	0.756896234333932
cg17195809	0.921513875004906	0.922687361727863	0.924487069346055	0.936763528885075	0.0856692378237723	0.880002881181712
cg13937163	0.109437751087307	0.0335100588759044	0.11753710919097	0.843480070007651	0.472445910889727	0.160389736650941
cg09320888	0.955852233898239	0.945415861852256	0.438599415781655	0.957500400638879	0.956458462433353	0.953442967882461
cg18655807	0.373643344592932	0.292339708695049	0.28548903701994	0.106310885343469	0.298239905798062	0.903288170182933
cg20367218	0.56145463154429	0.933799087919136	0.939040460210001	0.931861821622868	0.952217735561836	0.941854379176358
cg00819880	0.30551478354853	0.548330817387913	0.797596520833613	0.842188502263237	0.71667222035188	0.699880607836768
cg02758236	0.578168062494793	0.309659665771663	0.201921204532009	0.0513008767483633	0.0323058242429295	0.0317893170503722
cg10480329	0.959046675545945	0.954331615443081	0.9543492005306	0.949457190820427	0.0684270742302263	0.889201555940856
cg18688142	0.178474777908876	0.303296361133554	0.0462529930803124	0.0325700799233487	0.291495701657853	0.847932125585432
cg11958949	0.225225575050744	0.308484408160682	0.0934115091017741	0.283454624528383	0.22464033311462	0.829707746703206
cg06005133	0.572683740279808	0.406740565524451	0.0838778284929493	0.0493651386493618	0.0505106518523048	0.0382356603852896
cg11773391	0.957035687696083	0.947673014402021	0.949692629302704	0.0311659251149384	0.955414989229481	0.950638769547233
cg00581152	0.921565521889544	0.913735467217541	0.918860769446028	0.937502859485367	0.817206190286647	0.0555913224976606
cg00705730	0.93911487569389	0.931759289695812	0.94380807975155	0.950351641877194	0.924231187622216	0.0436925893763705
cg26086339	0.30203733928467	0.0913269537405144	0.568236781215374	0.252301902212719	0.0346409492521126	0.0350133865193095
cg03722295	0.14562439422874	0.113653964977923	0.0828518209093907	0.400815717051115	0.250260380244089	0.785018932040025
cg27630863	0.0642608881292545	0.0371767906389559	0.131051705751726	0.37451895776022	0.740486526216141	0.261352704890906
cg08698943	0.409981070657964	0.355549058722571	0.276165275123373	0.90035598266987	0.100914788346587	0.424445144191402
cg00819441	0.294026836037804	0.10550568217565	0.593226365658734	0.0934315769137742	0.105460443316675	0.0426796128518164
cg14172797	0.94788676017207	0.921897018953329	0.948261618260029	0.941954745029391	0.112744188692688	0.891113698501155
cg07617198	0.951986708590186	0.953536010689143	0.94420793500794	0.953905785494128	0.0746172621646097	0.864498109439857
cg03196485	0.0981622824252822	0.361292596399257	0.603970529731646	0.872125226916066	0.660508058344273	0.552997943695076
cg05969889	0.934957161705503	0.556215041560808	0.951130499039459	0.954586283971332	0.961561125966881	0.953120110167496
cg13852284	0.855270205619904	0.862105869862164	0.880526389568017	0.920393272038476	0.905728067375093	0.0701380194868533
cg15332094	0.463544617773318	0.838045994551304	0.194037630974458	0.0295965592068464	0.0321139360423232	0.0262120355512344
cg22474767	0.763809903462986	0.805828126067047	0.827138880347792	0.830116276563014	0.0587218498806898	0.945539993150164
cg06993524	0.953351103460466	0.950715818437215	0.940988356937618	0.0416124048006634	0.950244442005452	0.93874501705549
cg01842756	0.878913717806199	0.910137628037305	0.931561457271368	0.88167445525208	0.103485897167308	0.879050303802946
cg13233827	0.828773874621525	0.882353067433622	0.481082605434129	0.868913933424466	0.929061796214386	0.939961764349035
cg09398502	0.344664262378792	0.616100470864399	0.0531864452116398	0.0399542977694204	0.0463837039379253	0.0451265946760744
cg08482894	0.702262448584484	0.379453547267206	0.266972216457785	0.045854657630657	0.0369305856390623	0.0344255720268945
cg12082346	0.510076500363461	0.802350352228088	0.0782928935747761	0.0249654358432983	0.0302249684957329	0.0519618379250794
cg25719851	0.421983442920207	0.214734179692036	0.784830476154258	0.373271473277834	0.25537592247876	0.135838760720592
cg20030158	0.96314592922734	0.958099947221443	0.951320357245218	0.958030917228333	0.956185054566296	0.0900028964121158
cg00910503	0.983089689177777	0.97507307692641	0.488475137857615	0.924412279491866	0.978792548598078	0.976463092255736
cg22548551	0.904561764669397	0.665385716986082	0.933194975248728	0.929749399731452	0.94207269255978	0.937654492481833
cg22213242	0.574300682409738	0.872382402745056	0.893981588432524	0.875408772376968	0.900074253060937	0.894054263846861
cg06739462	0.72585777898114	0.424787851384266	0.914341132740008	0.931469881350083	0.921621960509267	0.915985022198743
cg12604490	0.940894195562094	0.918569926242067	0.932645832181488	0.057098356924437	0.932753457320873	0.91933000329783
cg26712140	0.948871240347567	0.945351505514138	0.938644338085829	0.050788940559864	0.872225477817372	0.948607391010309
cg15474337	0.19864399334149	0.204785054088483	0.104138954606717	0.0312660602956293	0.0325517935593636	0.71933311409562
cg23872155	0.908353031332694	0.892197185559248	0.865833518222683	0.0320465400493576	0.887943995788962	0.855804724456542
cg01012950	0.352166647276466	0.229181470597455	0.128461554781448	0.0270971911086669	0.0312599528397589	0.707459885164239
cg14458725	0.939712853575793	0.930494778623901	0.927333033076432	0.845433507322375	0.174518359988875	0.894681725594925
cg25078519	0.903529785531774	0.897303112048884	0.866215041276012	0.051713875598161	0.903571103431655	0.898734321296524
cg04087102	0.39850900477802	0.767285691455227	0.81919490562543	0.833762462694979	0.852260711327104	0.846228331282015
cg16893868	0.228338853019462	0.176254108335457	0.600230971923865	0.092481449184263	0.036313579722871	0.0311472189480425
cg18494987	0.442747383835844	0.747312725020413	0.820070223478235	0.899901147068071	0.943936478762482	0.933702569144947
cg13708055	0.948133895825439	0.924386233045376	0.930361490885813	0.783933531828252	0.0393583050271818	0.784372525144246
cg07910010	0.949000897281447	0.947201473682494	0.945471130759726	0.947945619741327	0.838156994676713	0.0676881995799633
cg13823257	0.937355451892847	0.93037916920817	0.944127037431827	0.0763436477329602	0.9362462140312	0.927491899121575
cg02735685	0.925787926377689	0.921639984724336	0.922412635687741	0.927063833859398	0.888866447924018	0.130965418474283
cg13217762	0.883710026882191	0.869838186134906	0.846067540607942	0.785321667773139	0.103893582479805	0.791050207305006
cg03184447	0.724936763996623	0.796574444145244	0.254143820951988	0.830502526684293	0.775728964074174	0.753728875944213
cg16681873	0.202389355023794	0.520002298964145	0.76704523607114	0.826541357489203	0.805622264115651	0.769057909838254
cg26795340	0.878852095424457	0.88026888264811	0.870930798992101	0.0332608282161107	0.856472684227585	0.86104099996685
cg25882572	0.0974317869414603	0.0335296751113629	0.0293658839972462	0.942781360763199	0.499533138701801	0.0303203824639863
cg15014975	0.616476045920738	0.916506283585136	0.860489446395765	0.972500829770607	0.970966106785688	0.953623691136487
cg22645539	0.735673121389897	0.536241053693365	0.297024465923474	0.208114661940134	0.126997527483478	0.130046821144949
cg23432480	0.306309448560829	0.466693798966456	0.192368434299756	0.883885902114188	0.0642332275592099	0.0506026339093926
cg01692842	0.90456436537884	0.903880793655374	0.908560182910494	0.930623806675036	0.881571716708742	0.0401056325634567
cg03865101	0.923469835741105	0.918503201408983	0.784472253122245	0.88094406822978	0.895677755024711	0.0405434601778834
cg23195903	0.724960741987703	0.773729906036924	0.799868860831761	0.742257912490945	0.0818157126056128	0.675790265996677
cg18670770	0.875649359470566	0.630493603649058	0.352989066035201	0.398504945240922	0.288913195774732	0.294572810122105
cg01795081	0.0566564151491549	0.0486524676757595	0.409723986525917	0.120924566691463	0.0587152170393733	0.0329102721209075
cg14426428	0.0581781427404964	0.0490995643879225	0.463049423292239	0.0388113520938318	0.0489223194547772	0.0442106430572988
cg00619207	0.0611088180357687	0.0629635564498288	0.0637263301232951	0.852364959242507	0.110346048592934	0.465150861265268
cg21410980	0.899320719430767	0.569640820603933	0.937887923441007	0.937126174081137	0.956895675756833	0.947829651665062
cg04100392	0.944615437528207	0.942295134108134	0.943313262753301	0.0328755933449749	0.951804200623589	0.94236815940989
cg12092786	0.92203660400137	0.921747502615234	0.922442857857754	0.0448810983911093	0.926829082221432	0.915006488148519
cg00484798	0.923530447340915	0.914161936302065	0.91671396983443	0.923126925426629	0.855073035264608	0.0672007846163994
cg24054960	0.371881649867329	0.688518342756882	0.627112964904628	0.727276055300097	0.664147271530296	0.651358411732463
cg11117926	0.802209165471448	0.507761918194979	0.910517742068928	0.911757317168059	0.929313380018943	0.918021640260937
cg05316439	0.182802472961826	0.166018094533968	0.167203316297101	0.891000803282349	0.510709254692665	0.233200479955063
cg10727316	0.0328841294096321	0.04606171755505	0.039390977059921	0.936275248325908	0.0412993458664249	0.0256748806660957
cg09689296	0.900239664014856	0.903503277891735	0.384003072935048	0.934021712881397	0.894120168276366	0.903512081569153
cg14898005	0.960447122706621	0.952245764711195	0.954576548590067	0.953546390273486	0.321958272201145	0.95260364077082
cg01165928	0.948494628830375	0.942367925303514	0.943301900055427	0.0554779568953148	0.940949340298298	0.928569180409564
cg11826773	0.897541438085858	0.898067651357688	0.852347253204301	0.829498708377598	0.0742723588340554	0.896261014651961
cg14139038	0.26598658156606	0.117212263507315	0.43644250184905	0.264854067134989	0.0436936675109085	0.783989552448281
cg04087681	0.875306881364293	0.876575665244953	0.870507340756974	0.0505537153911496	0.876030146064692	0.90370457142857
cg15420606	0.797971967786168	0.481594803758715	0.525248380762251	0.445898254583972	0.183913805066843	0.199411981555379
cg16567823	0.95366965873094	0.947029302294379	0.942395701808838	0.954209961095266	0.90762115218495	0.0385225489094433
cg00297099	0.935212836240452	0.928371915889708	0.926632501513556	0.0575493878485015	0.934669282063646	0.925804564544992
cg18890248	0.948622308551553	0.941513542245067	0.920538945637352	0.0293342972789077	0.925801628037985	0.872239308815898
cg09626678	0.296888884522605	0.301834789078473	0.203348812001734	0.338505548368441	0.792719674773813	0.693514821570858
cg03404662	0.16694152757593	0.43794714927875	0.0529197618408688	0.0565055598839592	0.0466586841429643	0.0452519079253825
cg00475745	0.883676607087667	0.935720797480778	0.452226995492257	0.94584483139632	0.946332757365046	0.938981164708269
cg24684432	0.0964395645282697	0.129967109111686	0.0822423756908372	0.406246738666131	0.83161550268027	0.181784108315694
cg01219426	0.0470195655220053	0.258664212739341	0.0563893728379193	0.161606264830458	0.562770517701535	0.429759143837546
cg00567930	0.472553386631986	0.66165431278943	0.824433568888235	0.683065508573959	0.856980327510495	0.838194224999057
cg19269039	0.032881022476855	0.0367550633081067	0.0501491322087411	0.879689744596338	0.109786711609713	0.342674995479757
cg16851138	0.919386262648428	0.901864657215707	0.495372924240039	0.925464735600051	0.915705108811998	0.881552989054075
cg14063530	0.106937692164464	0.0567571731777812	0.467812804190531	0.0332396140170226	0.0313394395193838	0.10534142755214
cg20587618	0.879313814443236	0.86916292208715	0.923346910374873	0.0374758414311576	0.927033686680802	0.937667008229448
cg26148644	0.307772908204036	0.193229926468342	0.273759299223657	0.0396850934337097	0.31260606032703	0.744349017427253
cg07984817	0.93319513127243	0.933785846943046	0.937645746316459	0.941175475780897	0.806983137787416	0.0542160446324512
cg01926777	0.179715317156083	0.104464646062337	0.37338808747941	0.0360499960475923	0.033655850621406	0.0283564643701798
cg13699412	0.948079397092556	0.941583158798328	0.931721056398216	0.945238909669114	0.932202777200525	0.0587597289298658
cg17311916	0.810726646998007	0.570899622089432	0.88784358247139	0.923681632768431	0.945321858900677	0.938151596085211
cg09010370	0.106023464412149	0.0477306034765538	0.41215940497245	0.12929287871143	0.0793770762377936	0.109992594848457
cg15278204	0.536253123821974	0.389698785382913	0.0837152667536836	0.0353992470228002	0.0684295077642673	0.0717060558991766
cg13274612	0.873877532697455	0.862285556779741	0.877148993264928	0.8764516417576	0.110967176361199	0.690763791659803
cg14185420	0.401779823996418	0.313298779124004	0.0552874237202308	0.0590374874005132	0.0403560384918715	0.043618435029005
cg10914422	0.945089302298373	0.945672348335032	0.935976643819435	0.946099738933805	0.941187651381114	0.065023220583434
cg02833739	0.934054811730135	0.875719735502642	0.935993386762645	0.941297728651805	0.853706872972069	0.066027877704467
cg13022415	0.933149343362579	0.935125785100316	0.924582912106251	0.942858503756814	0.853068404626356	0.092315506254254
cg19174924	0.904660410132342	0.917410793234782	0.924791994059909	0.929988760002062	0.881103173104995	0.0481695940652273
cg12377473	0.044065261527798	0.0650311514796325	0.048357043463077	0.128091380939243	0.72721091677897	0.561617683172731
cg23719713	0.892346050768955	0.936325887563451	0.926587802566023	0.929504625646776	0.244526915296465	0.915206593992207
cg22625232	0.875885261133521	0.861273609523738	0.885754041795032	0.0342639978341567	0.909560544426613	0.897365446367157
cg11324978	0.411814701043751	0.3472050473905	0.565033114569878	0.465346083363372	0.869729169762545	0.710640156199533
cg21604944	0.90503769319341	0.88929813051644	0.903724529336725	0.0398827521793189	0.892929948579289	0.94803233549336
cg11689625	0.49137701836095	0.291052901405864	0.204877045060142	0.104389432579679	0.0412358219370038	0.0381384936294346
cg12132133	0.210747297620888	0.178117726250113	0.515272786329179	0.116651020899839	0.0353801609566402	0.0357592491925097
cg09704146	0.722158494130414	0.39635022241812	0.917630267502531	0.860719650098464	0.946886466962152	0.928041276029678
cg18566452	0.516803265783948	0.524022318748973	0.250686899912723	0.495496341164535	0.591942355135109	0.916095198803166
cg07302884	0.0641782432448583	0.435236656667723	0.0331095472503277	0.0540958983052833	0.0284933876120918	0.026412826937156
cg23950707	0.899852514486656	0.897556617750182	0.859154390740868	0.836795682802028	0.0492619853766852	0.745115699396342
cg19580293	0.835794291114405	0.844568347221875	0.8851421551681	0.91006606824472	0.852141900373397	0.0515771350663685
cg08172426	0.259387614240651	0.517065769175512	0.656503773786123	0.784795026649097	0.841647324720467	0.843191097071742
cg03377878	0.942954452819052	0.933564659614033	0.941495396795578	0.0603043917079287	0.9354219245553	0.923603845713473
cg13571479	0.216355423655548	0.450773395135756	0.706701063025175	0.498795650112231	0.567275249761511	0.54679429691797
cg20723459	0.925425799852672	0.919134743235382	0.929738084024258	0.0313615448819753	0.920069106295505	0.911781422992001
cg02739893	0.893569702657817	0.900547914367092	0.491837832973799	0.902270013348338	0.91688711251056	0.902640565412071
cg02244028	0.944285681928151	0.937671728244834	0.926489609115161	0.940774834302125	0.12086519062497	0.896347765187941
cg02212836	0.390236882607505	0.286915864043011	0.445024724732651	0.06392640844983	0.15506649949563	0.837248425074494
cg04009588	0.16276288952963	0.461984780387218	0.0640957754881182	0.0573171361256681	0.10109407119201	0.138284134573171
cg11014468	0.950265894682125	0.945359072292032	0.936399508456841	0.951439349580311	0.944123932656811	0.132961274792014
cg09884042	0.926466593449861	0.911129951998542	0.911343340181277	0.0473928794662145	0.939977446622279	0.931634215463395
cg06399735	0.302597323703728	0.211883159463347	0.336644817500872	0.726824281089792	0.0608105569882874	0.162747394089957
cg17960629	0.510295544918106	0.477486752540736	0.518157983826349	0.656548230234785	0.53117398115384	0.857889876569556
cg01760279	0.881915902067101	0.874233130764463	0.909321190476032	0.0405433218259945	0.93423826591461	0.920170769715835
cg06035956	0.735554528305237	0.897353937152081	0.936798447420272	0.891571852761906	0.949730947752795	0.948934590792967
cg06892465	0.921432197482682	0.917386515683164	0.910662557530686	0.0541319882575338	0.92006204706924	0.915025291948337
cg26957356	0.82644925856143	0.485694309398829	0.871770010374412	0.950932971461088	0.943983533724567	0.92443728338049
cg01823975	0.627370435369598	0.8075008108742	0.902141090306877	0.896340055647428	0.929070975880275	0.924041660126437
cg01957768	0.859013646330615	0.512671452670482	0.941846309047066	0.9465275614468	0.96086553817481	0.941156867379461
cg11870153	0.457038246958936	0.274428713123132	0.0954635559728869	0.0265826713210632	0.0282806420786976	0.0264610357604416
cg27232680	0.885837140150714	0.888768597483136	0.893890044296128	0.0445895508584706	0.936615115725446	0.93333345678334
cg20290017	0.954409301864718	0.946103038223701	0.948804521580518	0.947179992284164	0.152048231252117	0.920776099560359
cg14557721	0.77019594366707	0.73134300334162	0.77443692252617	0.769146341279724	0.0722375685320151	0.692458351952343
cg13250661	0.383682792093754	0.334961595916147	0.374066851566568	0.876307930718793	0.468164825109525	0.387005723965769
cg19691546	0.671890523678933	0.446909210892891	0.271912635328405	0.379991042343854	0.153364956421921	0.161276907122493
cg13063614	0.65527333963766	0.55010029214832	0.312592558146516	0.321240458982822	0.324619899658804	0.328385017480937
cg26653677	0.0443722542349015	0.0558264056461038	0.0476461540271704	0.823768189151188	0.176200633185424	0.0962171592155496
